橘ありす,おはようございます
多田李衣菜,み、みくちゃん……、ごめんって……
みく,李衣菜チャンのことなんてもう知らない！
ありす,な、なにやら険悪な雰囲気ですね……
フレデリカ,そうだね……
李衣菜,あ、フレちゃんとありすちゃん……！
ありす,えっと、お、お疲れ様です
李衣菜,お、お願い！助けて！
ありす,いえ、そ、そんなこと言われても……
フレデリカ,お！フレちゃんを見て手を合わせたってことは、交渉の依頼だね！
ありす,さっきとシステム変わってません？
李衣菜,よ、よくわかんないけどお願い！
フレデリカ,じゃあ、どうして激おこみくにゃん丸になっちゃったのか、説明してもらっていい？
ありす,なんで逆撫でするような呼び方を
みく,というか普通に聞こえてるからね！？
李衣菜,えっと……私が寝坊して約束すっぽかしちゃって……
ありす,ああ……、まあ、よく聞くパターンですが
フレデリカ,それだけで？
李衣菜,ま、まあ……
みく,ちょっと李衣菜チャン！全然説明足りてないんだけど！？
フレデリカ,猫じゃらし～
みく,わぁ～！猫じゃらしにゃ～！。ってなるか！！！みく、怒ってるんだよ！？
フレデリカ,交渉失敗……！
ありす,いつ交渉してました？。ま、まあみくさん、落ち着いてください
みく,……ありすチャンがいなかったら2人の顔を引っかいてるところにゃ
フレデリカ,爪、切ったほうがいいカモ！
李衣菜,でもそういうキャラだし……
みく,うるさいにゃあ！！！！！
ありす,お、落ち着いて。ええと……、李衣菜さんが約束をすっぽかしたとのことですが……
みく,……今日ね、お昼から2人でお仕事があったの
ありす,はい
みく,いつも行かない場所のスタジオだから、迷っちゃうのもヤダし、事務所近くのカフェで待ち合わせてから行こうねって言ってたのに……
ありす,李衣菜さんは現れなかった……と
みく,みくはちゃんと電話したのになんか電源切れてるし、ギリギリまで待ってスタジオ行ったら李衣菜チャンいるし！
李衣菜,うう……
ありす,充電してなかったんですか？
李衣菜,昨日、電源切れたまま寝ちゃって……
ありす,カフェに寄ってたら間に合わないと判断して、直接現場に？
李衣菜,うん……
みく,何で寝坊したの？って聞いても、答えてくれないし！
李衣菜,い、いやー……
みく,どーせ音楽番組か何かを夜中まで見てたってトコにゃ！
フレデリカ,みんなのうた？
ありす,あれ音楽番組カテゴリに入ります？
フレデリカ,のど自慢？
ありす,李衣菜さんの部屋のテレビはNHKしか映らないんですか？。李衣菜さん、何にせよ、寝坊の理由を話さないことにはみくさんは怒ったままかと……
李衣菜,で、でも、単純に夜更かししちゃっただけで……
みく,ふーん！さぞ大事な夜更かしだったんでしょーね！
李衣菜,ご、ごめん……
フレデリカ,みくにゃんみくにゃん、そんなに怒らないで～？
みく,フレデリカチャンは黙ってて！
フレデリカ,いくら欲しい？
みく,よく今そのセリフ言えるね！？メンタルおかしくない！？
フレデリカ,まあまあ、李衣菜ちゃんだって悪気があったわけじゃないんだからさ？ちょっと夜中の3時まで、現場の周りのお店とか調べて、お仕事後に2人で何食べよーとか考えてただけなんだから♪
みく,へ？
ありす,え？
李衣菜,え、ええ！？な、なんで知って……！？い、いや、3時じゃなくて1時くらいまでだけど
みく,そ、そうなの？
李衣菜,はっ！やばっ
フレデリカ,～♪
ありす,李衣菜さん、今の、本当ですか？
李衣菜,え、え～っと……
フレデリカ,もう誤魔化せないんじゃないのかなー？
みく,……ホントのことを言って
李衣菜,はい……
ありす,なるほど、行った事ない現場だったから調べてたら、すぐの場所にランチの美味しそうなお店を見つけて
フレデリカ,その近くにみくちゃんの好きそうなカワイイ雑貨屋さんとか楽器のお店とかも見つけて～
みく,そしたらまた美味しそうなお店があって、どうせ暇だから夜も食べてもいいかなとか調べてたら
李衣菜,……いつの間にか寝てました
みく,はぁ～～～～
ありす,どうして正直に言わなかったんですか？
李衣菜,だ、だって、なんか私だけはしゃいでたみたいで恥ずかしくて……
みく,寝坊してる時点で十分恥ずかしいにゃ
李衣菜,う……
ありす,まあ、寝坊は反省するべきですね
フレデリカ,スマホの充電も忘れないでね！
李衣菜,そうします……
みく,で、どこなの？
李衣菜,え？
みく,その調べたカワイイ雑貨屋さん！
李衣菜,えっと……さっきのスタジオの最寄り駅の反対側だったはず……
みく,そ、じゃ、準備して
李衣菜,じ、準備？
みく,察しが悪すぎにゃ！もうランチは間に合わないけど、その雑貨屋さんくらいは行ってやらないやらないこともないんだから！
李衣菜,み、みくちゃん……
みく,まったくもう！これじゃ怒るに怒れないじゃん！
李衣菜,お、怒ってるように見えるけど
みく,うるさい！今日はトコトン付き合ってもらうんだからね！
李衣菜,は、はーい……
ありす,ま、まあ、一件落着でしょうか……
フレデリカ,仲良しだね～
ありす,まあ、結局解散なんてしませんし、あのお2人はあんな感じですよね
フレデリカ,あのみくちゃんみたいなの、なんて言うのかな？ニャンデレ？
ありす,かわいいの暴力じゃないですか
フレデリカ,じゃ、ツンデレみくにゃんでいっか？
ありす,良し悪しを判断する基準がわからないです
フレデリカ,じゃ、次の依頼は～
ありす,……待ってください、李衣菜さんの夜更かしの理由、知ってたんですか？
フレデリカ,え？知ってるわけないよ？
ありす,じ、じゃあなぜ？
フレデリカ,李衣菜ちゃんが思わず訂正したくなる内容なら、なんでもよかったんだよね～
ありす,もし、本当にくだらない理由の夜更かしだったら？
フレデリカ,それは李衣菜ちゃんが悪い！あのね？こっちが100％悪いなら、それは交渉じゃなくて、クレームとか、いちゃもんつけて助かろうとしてるだけになっちゃうんだよ
ありす,なるほど……
フレデリカ,交渉人フレちゃんは、悪いことをするための交渉なんてお断りなんだから！
ありす,……ちょっと、見直しました
フレデリカ,でっしょー？交渉成功のご褒美に、ハグとかしちゃってもいいんだよ？
ありす,それはないです
フレデリカ,急に距離が離れるよね！
速水奏,あら、フレデリカにありす、お疲れ様
ありす,お疲れ様です、奏さん
フレデリカ,やっほー！
奏,今日は何をしているのかしら？
フレデリカ,交渉！
奏,ふふっ、フレデリカにメガホンは似合わないわね
フレデリカ,ありすちゃんにも"似合わないから二度と手にするな"って……
奏,あら、手厳しいのね
ありす,言ってません！。お仕事ですか？
奏,ええ、でも、終わったところよ。それから少しショッピングをね
フレデリカ,ひとりー？
奏,いえ、もうすぐ……
塩見周子,やっほー
ありす,周子さんでしたか
フレデリカ,シューコちゃん！フレちゃんと挨拶がかぶってるよ！
ありす,いや、さっきいなかったんですから仕方がないかと……
周子,ごめんごめん、切腹と服毒ならどっちがいいかな？
ありす,命の扱いが軽すぎる。……あれ？一緒にショッピングへ行ったのに、帰りは別なんですか？
フレデリカ,もしかして、仲悪い？
奏,違うわ、さっきブティックで……
周子,取っ組み合いのケンカをしちゃって……
奏,周子？
周子,奏ちゃんのスタンド"ホテルムーンサイド"で万事休すかと思われたシューコちゃんだったんだけど
奏,周子
周子,狐を憑依させるチカラに目覚めてね
ありす,この流れ終わったら教えてください
周子,ありすちゃんの"アリス・イン・ワンダーランド"の結界でなんとか奏ちゃんを返り討ちにしようと考えてたんだ
ありす,うわあ巻き込まれてる
フレデリカ,ほんとーは？
周子,フレちゃんがノらないと厳しいねー
奏,周子が服を買おうとしたら、お金が財布に入ってないって言い出したから貸したのよ
周子,500万円をね
ありす,車でも買ったんですか
周子,今日のブティックに車は売ってなかったかな
ありす,明日以降もブティックの棚に乗用車は並びません
周子,それを返すためにコンビニでおろしてたんよ
奏,別に今日じゃなくてもいいって言ったんだけど
フレデリカ,はっ！そう言って利子を取る作戦！
奏,私がそんなお金にがめついように見えるかしら？
フレデリカ,今のところは見えない！
奏,なんで今後の可能性を匂わせる言い方なの
周子,ってわけで、はい、諭吉さん。ありがとね
奏,はいはい、どういたしま
フレデリカ,待ったー！！！
奏,？
周子,？
ありす,……フレデリカさん？
フレデリカ,奏ちゃん、今、フレちゃんと目が合ったってことは交渉の依頼だね！
ありす,基準がどんどん適当になってません？
奏,残念ながら、交渉が必要な場面ではないわよ？
フレデリカ,この仕事、フレちゃんに任せてみない？
奏,は？
フレデリカ,今なら、周子ちゃんからもっとたくさんお金を取れるよ！
ありす,誘い文句が最低だ！
奏,あのね、二度目だけど、私がそんなお金にがめついように見えるかしら？
フレデリカ,そんなに！
奏,なんで多少のがめつさは見出してる言い方なの
ありす,というか今日の言動的によっぽどフレデリカさんの方ががめついですよ
フレデリカ,うーん、じゃあ周子ちゃん！借金を減らしてみない？
ありす,借金って
周子,ほほう
ありす,興味を持つな！
フレデリカ,今なら過払い金が戻ってくるカモ！
ありす,まだ払ってませんよね！？
周子,ほほう！
奏,食いつきが強くなってる
フレデリカ,特別に着手金無料！
ありす,必死か！
周子,ﾎﾎｰｳ！
ありす,なんでマ●オみたいな返事になってるんですか！？。そもそもフレデリカさん！さっきの私の感心を返してください！
フレデリカ,え～？
ありす,"悪いことをするための交渉なんてお断りなんだから！"って言ってたフレデリカさんはどこへ行ったんですか！？
フレデリカ,過去は振り返らないのがアイドルだよ！
ありす,このタイミングでなければカッコいいセリフなのに！
フレデリカ,見てて！華麗に値切ってみせるから！
奏,どうして値切る相手の目の前で宣言するのかしら
フレデリカ,というわけで奏ちゃん！
奏,はいはい
フレデリカ,周子ちゃんの借金、2000円にまけて！
奏,もちろんイヤよ
フレデリカ,そっかー、じゃ、8000円でいいよ！
奏,イヤだけど
フレデリカ,……
奏,……
フレデリカ,……
奏,……
フレデリカ,なんで！？
ありす,どうして同じ過ちを繰り返すんですか！？
周子,ちなみに8000円で済んだとして、フレちゃんにはいくら報酬を渡せばいいの？
フレデリカ,5000円！
周子,大損やないかい
フレデリカ,あ、その借金を減らしたいならフレちゃんに相談してね！
周子,フレちゃんへのお金をフレちゃんに減らしてって相談するの？
フレデリカ,上手くいけば1000円にまで減らせるよ！
奏,その1000円まで減らした時の報酬は？
フレデリカ,5000円！
周子,ダメだこれ雪だるま式に借金膨れ上がるやつだ
フレデリカ,じゃ、そろそろ店じまいして、ご飯でも行こっか？
ありす,店って呼べるほどの活躍はなかったですけどね
ライラ,……
フレデリカ,あ！ライラちゃん！
ありす,お疲れさ……、だ、大丈夫ですか？なんだかふらついてますけど
ライラ,おー……、アリスさんとフレデリカさんですねー……、どうして分身してるのでございますかー……？
ありす,してませんよ！？どうしたんですか！？
ライラ,ライラさんはどうもしていないのですよー……？
ありす,……
フレデリカ,……
ライラ,どうかしましたかー……？
ありす,ら、ライラさん、今日の朝から食べたものを教えてください
ライラ,アメ2つですねー
ありす,そりゃお腹も鳴りますよ！！！。と、とにかく何か食べ物！
ライラ,慣れているので大丈夫でございますよー……？
ありす,人体からは起こりえない音がしてますよ！？
ライラ,アリスさんは大げさですねー
ありす,ソイヤッサとか聴こえましたけど！？。ふ、フレデリカさん！
フレデリカ,これは流石に見過ごせないねー？
ありす,でも、今日の夜ご飯をどうにかしたところで……
フレデリカ,うーん、ライラちゃん、お金がないってこと？
ライラ,ちょっとなくなってしまったのでございます……
ありす,で、ですが、ライラさん、最近お仕事もちゃんとありますし、物欲があるほうではないはずなのに……
フレデリカ,ま、その辺の詮索はよくないよー？
ありす,そ、そうですけど……
フレデリカ,じゃ、行こう！
ありす,え……？どこへ行くんですか？
ライラ,ご飯屋さんなら、ライラさんは払えないので遠慮いたしますですよー……？
フレデリカ,ううん！違うよ！こういう時に頼りになる場所！
ありす,？？？
フレデリカ,たのもー！！！
ありす,わあああああ！！！よ、よりによってこの部屋にノックもなしで！！！
美城常務,……騒がしいな
ありす,す、すみません！すぐに帰りますから！
常務,構わない。楽にしなさい
ありす,優しっ
常務,橘、宮本、ライラか、どうした
ありす,え、えっと
フレデリカ,まずはこちらをご覧ください！
ライラ,……
ありす,もはやお腹の音がセリフに！？
常務,なるほど、朝から飴玉しか食べれないほどにライラが困窮しているのか、それは問題だ
ありす,今のどこでそれを察したんですか！？
常務,それで、夕食でもご馳走すればいいのか？今日は切り抜けても、また明日以降……
フレデリカ,違うよ！
常務,ほう、では何が望みだ？
フレデリカ,ネゴシエーターフレデリカ、最後のお仕事は、ライラちゃんのお給料前借り交渉だよ！
常務,わかった、許可しよう
フレデリカ,あれー！？
ありす,交渉もなにもない
常務,……と言いたいところだが、先月の給与の使い道によっては許可できない。まさかギャンブルということはないだろうが、真っ当な理由はあるのか？
ありす,確かに、特例にはなりますからね
ライラ,……ライラさん、この前街を歩いていた時のことです。暑い日でしたので、アイスを買って帰ろうとしていたのですが、その時、男の人がライラさんに話しかけてきました
フレデリカ,ふむふむ
ライラ,その人は"紛争地域の子供たちを救う活動"をしているって言ってました。ライラさんのふるさとの近くでも、そのようなことはたくさん起きていましたです
ありす,……
ライラ,ライラさんは、その人の活動に感動したのですよー。でも、お金がなくて活動を続けられないと言ってたのでございます
ありす,フレデリカさん、これって……
フレデリカ,……
ライラ,なのでライラさんは
常務,支援のためにお金を渡した……と
ライラ,その代わりとして、幸せになれる置物をもらったのですよー
ありす,……典型的な。ふ、フレデリカさん
フレデリカ,常務
常務,……キミがそこまで怒りの色を見せるとは珍しい
ライラ,ら、ライラさん、なにかいけないことをしてしまったでございますか……？
ありす,大丈夫ですよ、矛先は間違ってもライラさんじゃないですから
常務,ただ、まだクロと決まったわけではない。……もしもし、島村か。ああ、頼んだ。クロの場合？
フレデリカ,二度とライラちゃんに近づけないで
常務,"罪相応の罰でいい"そうだ。まったく、フランス人は寛大だな。……では、期待している
フレデリカ,ありがと
常務,わけもない
ありす,……マフィアみたいな会話ですけど真面目な雰囲気だからツッコめない！！！！！
フレデリカ,じゃ、前借り前借り～♪
ありす,急に笑顔になるのも怖いですよ
常務,では明日中には振り込まれるように手配しておこう
ライラ,ありがとうございますです……。優しいみなさまに出会えて、ライラさんは幸せものですねー
常務,ああ、もしかしたら"前借ししたことを忘れて、来月も給料を支払ってしまう"かもしれないな。覚えておかなくては
ありす,……きっとライラさんは返しにきますよ
常務,最近モノ忘れがひどくてね
ありす,……そうですか。では、私たちはこのあたりで
常務,ああ、最後に1つ、ライラ
ライラ,はい、どうかしましたですか？
常務,マザーテレサ、という人物を知っているか？
ライラ,聞いたことはございますですねー。とっても優しい方だと
常務,そのマザーテレサは日本に来た時、寄付金を断ってこう言った。遠くの人でなく、まず近くの貧しい人に目を向けるべきだ。愛は手近なところから始まると
ライラ,ほー……？
常務,キミの故郷の人々を救いたいという思い、それはこの世の何よりも尊く、素晴らしいものだ。しかし、そのためにキミが貧しく、救いを求める立場になってしまっては意味がない
ライラ,……
常務,彼らを救うのはキミに余裕ができた後でいい。肌の違いを苦とせず舞い踊るキミの姿は、きっとどんなものよりも勇気を与えることだろう
ありす,常務……
フレデリカ,と、フレちゃんも言おうと思ってました！
ありす,今いいシーンなんで黙ってもらえます？
フレデリカ,普通に怒られた！？
ライラ,ありがとうございますです。ライラさん、もっと頑張りますよー
常務,その意志があれば問題ないだろう
フレデリカ,あ！常務も一緒に夜ごはんどう？
ありす,ふ、フレデリカさん！常務はお忙しいんですから
常務,ふむ……、そうだな、相伴にあずかろうか。そろそろと考えていたところだ
ありす,ノリもいい……！
フレデリカ,どこ行こっか？
ありす,私はどこでもいいですが……
常務,ライラは何が食べたい？
ライラ,みんなで食べるものは何でも美味しいのですよー？
フレデリカ,うっ……
ありす,うっ……
常務,うっ……
ライラ,？？？
フレデリカ,……ありすちゃん
ありす,はい？
フレデリカ,今日のフレちゃんがネゴシエーターだって、覚えてる人いるかな？
ありす,……はっ！
フレデリカ,ありすちゃんすら！？
