モバマスより小日向美穂,たぬき
茄子,あら、そんなことありませんよー
楓,何を言ってるんですかプロデューサー。茄子ちゃんはピチピチのハタチですよ？
茄子,うふふ、年少者でーす♪
Ｐ,くっ、かわいい……
ちひろ,ハタチ……ハタチかぁ。私その時何してたっけ…………。…………まあどうでもいっか。あ、このつくねおいしー♪
楓,ちょっと焦げ目がついてるのがまたニクいですねぇ♪
Ｐ,ほー、これが鯨の刺身
ちひろ,どれどれ……ん～っ、おいしい！
茄子,にんにく醤油が利いてますよね～。ほんとにお魚じゃなくてお肉って感じ♪
Ｐ,うん、竜田揚げもうまい。衣サクサク、身はホクホクで……この練りからしの存在感がまたいいですね
楓,これもおいしいんですよ
ちひろ,あら煮込み
Ｐ,大将の傍の大鍋で煮込まれてた奴か……う、うまい！！
楓,でしょう？煮込みしか無い、鯨屋で～♪っていうのご存知ありません？
Ｐ,あ、ビートたけしの歌の舞台ってここだったのか
茄子,そうそう、確かこう続くんですよね。夢を語った～チューハイの～♪
楓,泡にはじけた、約束は～……灯りの消えた、浅草の～……♪
茄子,コタツ一つの～、アパートでぇ……♪
ちひろ,楓ちゃん茄子ちゃん、歌姫さんちょっとちょっとちょっと
楓・茄子,はい？
ちひろ,他のお客さんが聞き惚れちゃってますから、美声の大安売りはここらへんで……
楓,あら、失礼しました♪
ちひろ,おでんはふはふ
Ｐ,ちくわぶうまし
ちひろ,あぁ、みてくださいよほら、このおみせカラオケ機がありますよぅ
Ｐ,わぁい
楓,さけがのめるのめるぞー♪さけがのめるぞー♪美声
茄子,うふふ～♪いい感じにゆるゆるになってきました～♪
ちひろ,ぐふっ
Ｐ,ちひろさーん！？
ちひろ,私はもうだめです……世界がぐるぐる回ってます……
楓,あ、見て見て茄子ちゃん。街が踊ってますよー♪
茄子,あらほんと、さかさまになってますね～♪
Ｐ,しっかりして下さい！ちひろさんが先に逝ったら俺はどうすればいいんだ！あの二人を
ちひろ,最後に……私の頼みを聞いてください……
Ｐ,俺にできることならなんでも……！
ちひろ,領収書の管理はしっかり……
Ｐ,はい……！
ちひろ,書類は種類別で決めた場所への保管を徹底……
Ｐ,はい！
ちひろ,納税は欠かさず……イベントは必ず走り……。天井も厭わずガチャを回し……ドリンクは都度まとめ買いし……フェスにも負けず、限定にも負けず……
Ｐ,あんた実は余裕あるだろ
ちひろ,ちぃっ
楓,それにしても、もうどこもお開きムードですね
茄子,あ、それでしたらうちに来ます？たまには宅飲みなんてのも♪
ちひろ,茄子ちゃん、逆さま逆さま
Ｐ,そんなこと言ったってどこにお宅があるかわかんないんだから
茄子,あはは、すぐですよすぐ。本当にすぐ～
楓,茄子ちゃん茄子ちゃん、ぱんつ見えちゃいますよ
Ｐ,でもなぁ……ちひろさんと楓さんだけならまだしも、おっさんが一人混ざって女性のお宅にお邪魔するのはマズいんじゃ
茄子,ん～……駄目ですか？
Ｐ,駄目っていうか、色んな都合で良くはないっていうか……
茄子,いたいけな年下アイドルのお願いでも、ですか……？
Ｐ,ンッッ…………
楓,まあまあいいじゃないですか。かわいい茄子ちゃんのお願いなんですから
茄子,そーだそーだー！かわいい茄子ちゃんのお願いですよ～っ
Ｐ,クッ、ここぞとばかりに年少者の立場を利用しおる……！
茄子,それにほら、本当にすぐなんです。はいっ
Ｐ,ん？今開けたのそこらの雑居ビルの非常口じゃなかった？なんで向こうに立派なお座敷が広がってんの？
ちひろ,わぁ～茄子ちゃんのおうちはビルに繋がってたんですね～
茄子,実はそうなんですよ～。核シェルターとも宇宙船のエアロックとも繋がってますよ♪どうぞどうぞ～♪
Ｐ,………………まあいっか！！
茄子,はいっ、着ーきまーした～っ♪
Ｐ,あれ？どうやって移動したんだっけ？
ちひろ,ふへー
茄子,ちょっと待っててくださいね。おつまみ用意してきますから
楓,あ、お手伝いしましょうか
Ｐ,ああお構いなく……いやすいませんもうズンドコなんとかみたいなのは勘弁して頂ければ
茄子,ご心配なく～。はいどうぞ、自家製のスモークハムくらいしかありませんけど……
Ｐ,はやいそしてうまい
楓,茄子ちゃん、ぬっぺふほふのお肉なんてよく買えましたねぇ
Ｐ,それ聞かなかったことにした方がいいやつ？
楓,まあまあご一献……
ちひろ,どうもどうもぉ
茄子,そういえば、この間も話したんですけど
Ｐ,はい？
茄子,Ｐさんって私達だけには丁寧語なんですよね～。それってやっぱり崩せませんか？
Ｐ,ぬ
ちひろ,あーなんか線引きとしてはハタチ以上か以下かみたいな話です？
茄子,そうそう。でもそれじゃ、たとえばイヴちゃんやフレデリカちゃんみたいなほぼ成人な子はどうなのかな～っていうのを前ちょっと
Ｐ,半年以上前の話でしょそれ！
楓,確かに、考えてみれば気になりますね
Ｐ,いや、でも、それはもうそういうもんだし……第一そっちだって丁寧口調じゃないですか！お互い様だ！人のこと言えない！はい論破！
茄子,そういえば
楓,あ、じゃあ崩します？喋り方
Ｐ,えっフットワーク軽ッ
楓,そういうのツイッターで流行ってましたしね
Ｐ,息をするようにメタ発言するのやめてください
楓,まあそう言わずに……それとも、Ｐさんはこんな私とお話するの、いや？
Ｐ,ウッッ
ちひろ,シームレスに切り替わった！
茄子,よっ、千両役者～！
Ｐ,いやいやちょっとちょっと、楓さんね……
楓,楓って呼んでくれないの？
Ｐ,ヌッッッ
茄子,おほん、それでは私も……はぁ～いＰく～ん？いじわるしないで素直になろうね～♡
Ｐ,ちょ、お二人ともね、それ以上はアレだから。冗談きついってマジで
楓,あ、そういうこと言うんだ。……ねえ、こっち見て？
茄子,うふふっ、顔真っ赤～。かわいい♡
Ｐ,あぁあぁあぁぁあぁぁ。ち、ちひろさん、助け
ちひろ,ああ、お構いなく～
Ｐ,なに動画撮影してんの！？
ちひろ,なんか有効な証拠になるかな～と思って
Ｐ,何のだよ！！
楓,動画記録も残したことだし、この辺にしておきましょうか♪
茄子,またして欲しくなったらいつでも言ってくださいね～♡
Ｐ,心臓に悪すぎる。ふぃ～……なんだか異様に落ち着きますねこの座敷
楓,本当に。居心地がいいですねぇ
茄子,ふふっ、気に入っていただけて嬉しいです♪あ、そういえば～……
Ｐ,はい？
茄子,Ｐさんってご結婚は考えていらっしゃらないんですか？
Ｐ,ブフォッ！！ゴホゴホ！！
ちひろ,あ、咳き込んだ
Ｐ,茄子さんはさぁ！隙あらば爆弾落とさないと気が済まない人！？
茄子,だって気になるじゃないですか？
Ｐ,イノセントな目やめて！無いですよ何も、なんも考えてない、仕事が恋人！
ちひろ,出たテンプレ回答
Ｐ,他に何と言えっつーんじゃ！
楓,とはいっても、そろそろいい歳ですもんね
Ｐ,お互い様でしょそんなの。ぶっちゃけ俺は楓さんが一番心配ですよ
楓,あら、でしたら貰って下さいますか？
Ｐ,言っていい冗談と悪い冗談があるぞトップアイドルゥ！
楓,♪
ちひろ,だめですよー楓ちゃん、こんなスチャラカと一緒になったら毎日毎晩どこ飛んでかれるかわかんないんだから。ある日突然この世はでっかい宝島！とかなんとか言って七つのボールとか集めに行くような男ですよこの人
Ｐ,職場の同僚にどんなイメージ抱いてんだ。俺は普通だっての
ちひろ,京都で化け狐に天ぷらにされかけた人がなんか言ってるー
Ｐ,大体ちひろさんはどうなんですか。いい相手いるんです？
ちひろ,あっそれセクハラですよ。うわー引くわー職場の同僚のそういうとこほじくるとか
Ｐ,ブーメランでかすぎかよ
ちひろ,ええ…………まあ…………なんもありませんけど
Ｐ,そっか………………
ちひろ,…………今度一緒に婚活パーティー行ってみます？
Ｐ,えぇ～？あれってほんとに意味あんのかなぁ
茄子,プロデューサーが婚活パーティーに行ったなんてみんなに知れたら大変ですよ～？
楓,事務所にコンカツション激動
ちひろ,あ～そうかこの人そうなんだ。けーっ幸せ者め。いいですよ私一人で寂しく行きますよ、ぷー
Ｐ,何がぷーだ何が。ていうか俺はプロデューサーであって、アイドルをそういう目ではですね
楓,よっ、理性の鬼♪
茄子,アイドル馬鹿～♪
ちひろ,そんなこと言って、将来みんなに見放されてたって知りませんからねー
Ｐ,将来……。…………ん？何時だっけ今、終電は……？
茄子,お気になさらず～。時間はどうにでもなりますから～
楓,それにしても、ずいぶん長くお邪魔しちゃってますね
茄子,いいんですよぉ。あっ、そうだ！お風呂いかがですか？
楓,まあ♪
ちひろ,お風呂？沸いてるんですか？
茄子,結構自慢なんですよ～。四、五人は一気に入れる檜風呂で
楓,何故か温泉が引かれてあるんですよね。実は期待してました♪
ちひろ,えっうっそほんとですかそれ、私も入っていいです？
茄子,もちろん～♪
Ｐ,あんたらここに男一人いること知ってる？
茄子,プロデューサーもいかがですか？お背中お流ししますよ～
Ｐ,そういうことじゃなく！ええい！いいからとっとと入ってきなさい！
ちひろ,ふーさっぱりさっぱり……。ふふっ、浴衣もあるなんて
Ｐ,
ちひろ,なんでツタンカーメンみたいなポーズで寝そべってるんですか
Ｐ,俺なりの精神統一です
ちひろ,赤ら顔の成人男性がそうしてるの相当怪しいですよ
Ｐ,余計なお世話だ。二人は？
ちひろ,もう少し入ってるみたいです。日本酒持ち込んでたし
Ｐ,のぼせたりしないのかな……いやあの二人に限ってそれは無いか……
ちひろ,……
Ｐ,……
ちひろ,今日も大変でしたねぇ
Ｐ,まったくで。まあ毎日そうですけど、みんなの為ですから
ちひろ,みんなも頑張ってくれてますからねぇ。もうこっちが遅れちゃいそう
Ｐ,うちのアイドル達も立派になりましたよ。いつも元気付けられる。あいつらの顔を見るのが毎日楽しみです
ちひろ,確かに。……ところで私はどうなんです？いつもあなたを陰から支える健気で可愛い千川ちひろは？てから始まる？
Ｐ,天敵
ちひろ,よーしわかった表に出なさい天敵のなんたるかを教えてやりますよ
Ｐ,あぁん？やんのかおぉん？
ちひろ,はぁん？
Ｐ,ほぉん？
ちひろ,…………茶番はこの変にして。もう一杯どうぞ
Ｐ,あっこりゃどうもへへへ……
ちひろ,それで？
Ｐ,はい？
ちひろ,あるんでしょ何か。お酒入れて、こういう席でもなきゃ言えないこと
Ｐ,……そういう顔してました？
ちひろ,してないつもりだったんですか？
Ｐ,……いや、まあ。…………う～ん。………………大したことじゃないっすよ
ちひろ,はいちっひの相談室閉鎖まであと５秒でーすよーんさーんにーいいーち
Ｐ,早い早い早い！言いますよもう！なんなんだこの人！。――まあ、ぶっちゃけたまに不安にはなるんですよね
ちひろ,不安？
Ｐ,業界のこととか、今後の仕事とかもまああるけど、もうちょっと別のトンデモなとこ。直近で言えば京都であったみたいなことです
ちひろ,ああ……
Ｐ,正直あれはギリギリだった。みんなが頑張ってくれたからなんとかなったけど、どっからどう見ても俺の手に余る案件でした。運というか博打というか、どっかでボタンが掛け違えば無事帰れたかもわからない。しかもそうなった場合、被害は俺一人じゃない。そういうことを何度か繰り返して、みんなのおかげで危ない橋も渡れてきたけど、今後を考えると……こう
ちひろ,…………
Ｐ,最悪の場合はやっぱりどうしても考えます。結局俺はただのおっさんであって、あいつらよりちょっと長く生きてるだけでしかない。だから……なんというか。大人？として、こう。これからもみんなを守っていけるのか……みたいなことをちょっと
ちひろ,………………
Ｐ,…………という話です。うわ何語ってんだろ俺。いやこれアレですから、酔ってるやつだから、あんま気にしないでも――
ちひろ,はぁ～～～～……
Ｐ,あの
ちひろ,ちょっと失礼
Ｐ,えっそれ俺のグラス
ちひろ,んぐっんぐっんぐっんぐっんぐっんぐっんぐっんぐっんぐっ
Ｐ,うわぁ一気！！
ちひろ,ば～～～～～～～っっかじゃないですか！？
Ｐ,ハルパゴスッ！？
ちひろ,またそうやって一人で背負い込む。それも大人の責任って奴ですか？それとも男のプライドみたいな？そんなのはワンちゃんにでも食べさせればいいんですよ！。大体もう答え出てるじゃないですか。あなた一人じゃ手に余る！みんな頑張ったからなんとかなった！はいこれ！お仕事も珍事件もぜーんぶこれ！これまでもこれからも、それでオールＯＫでしょーに！
Ｐ,いやしかし、いざって時の責任の所在という奴が
ちひろ,そうなったら一緒に切腹でもなんでも付き合ってあげますよ！私が言いたいのは、今からそれを気にして変に足踏みするのが馬鹿馬鹿しいってこと！。言っときますけどね、みんなお互いのことほんとにめちゃくちゃ信頼してるんですよ。あなたのことも。だからここまで来れたんじゃないですか！。とっくにＰさん一人が大人として守る守らないって話じゃないの。あの子達だって子供じゃないでしょう。お互いに信頼して、頼って助け合ってそれで回ってるんです！。だからあなたは、細かいこと気にしないでどーんとしててください。あなたがそうしてるからこそみんな思いっきり前に進めるんですよ！
Ｐ,…………ちひろさ
ちひろ,返事はハイかイエス！！
Ｐ,イエスマム！！！
ちひろ,…………はい以上。ちっひの相談室おーしまい
Ｐ,……酔ってますね
ちひろ,しらふで言えるもんですか
Ｐ,……ありがとうございます
ちひろ,……ま、事務処理ならしますんで私が
Ｐ,ウッス
ちひろ,誰かさんのせいで二人分のカバーするのにも慣れちゃったし
Ｐ,ｳｯｽ小声
ちひろ,でももうちょっと事務所にいて下さい。一人で机に向かってるの、これでも結構寂しいんですよ
Ｐ,善処します
ちひろ,…………
Ｐ,…………
ちひろ,もう一杯どぞ
Ｐ,ウッスいただきます
茄子,……済みましたか～？
楓,そうみたいですね
茄子,ふふふ。今日セッティングしたのって、あれが狙いなんでしょう？
楓,……あら、バレちゃってました？。お酒が入ると、代わりに出てくる本音というものもありますから……
茄子,違うものも出かかってますね～
楓,では、そろそろ討ち入りということで……
茄子,おっ、いっちゃいますか～？
楓,まだまだ夜はこれからですよ～っ♪
茄子,いえーいっ♪
Ｐ,ウワーッ帰ってきた！？
楓,まあまあＰさんまあまあまあまあ
Ｐ,この期に及んで新しい一升瓶を開ける暴挙！！
ちひろ,ええいっ、こうなったらとことんまで付き合っちゃいますわーい！！
茄子,その意気です～っ！
Ｐ,くそう！ほんっとにしょうがない人達だな！
ちひろ,何言ってるんですか、一番仕方のない人が！
楓,仕方なしは叱ったらないけませーんっ♪
茄子,……と三人とも言い合うのを、仕方ないなぁと思う私なのでした♪
Ｐ,
美穂,あわわわわ……
Ｐ,あ、頭が、頭が痛い……
ちひろ,き、昨日はなんだか、すごく失礼なことを言ってしまった気がしなくもなくも……すみません……
Ｐ,いえいえそんなこちらこそ……
ちひろ,今日ってそのアレのコレはどういうそれでしたっけ……
Ｐ,あのそれはここのこういうあれがこれでこう……
美穂,あ、あの、どんな飲み会だったんですか？
Ｐ,……。猛獣の檻に投げ込まれた生肉…………
美穂,ひょええええ……！
ちひろ,私は猛獣じゃありませーん……
楓,楽しいお食事でしたねぇ♪
茄子,次はいつにしましょうか～
Ｐ,なんでピンピンしてるのこの人達……
ちひろ,う～……なんだか恥ずかしいこと覚えられてる気がする～……
楓,美穂ちゃんもいつか、一緒にお酒が飲めるといいですね？
美穂,わっ私ですか！？うぅ、大人になったら飲めるかなぁ
Ｐ,強い気がする……
ちひろ,きっと強くなる……
茄子,将来が楽しみですねぇ～♪
美穂,ぽこ？
