・塩見周子,妖狐
瑞樹,あっちの陰陽師は気づいたみたいね。だけど気づかれたところで関係ないわ。私はこの部屋にいる生物から、少しずつ若さを吸い取っている。相当手練れの陰陽師みたいだけど、人間である以上老いには勝てない。いずれ限界が来るわ。見たところ、あの男は既に十は年を取ってる。このままいけば５分もすれば老人に、１０分持たせれば朽ちて死ぬ！。ウフフ.....わかるわ！この勝負、私の勝ちよ！！。忍びだろうと陰陽師だろうと、所詮は人間！老いる貴方たち人間じゃこの私に勝つ事など不可能なのよ！
あやめ,...........................
あやめ？,あんたは、人間を侮り過ぎどす
瑞樹,えっ？
？？？,隙ありぃ！！
瑞樹,ッ！？。後ろからクナイを刺された！？くノ一は私の正面にいるのに何故、いや問題はそこじゃないわ瑞樹！。わからない、わからないわ！なぜ貴方は老いていないッ！？。もう一人の陰陽師はもう２０年は加齢している、なのに貴方は何故見た目が変わらないの！？
あやめ？,さあ、うちも歳食っとるんやないどすか？ただ...
紗枝,１０年も２０年も、うちにとっては大した違いはありまへん。うちはれっきとした妖狐どすし
瑞樹,羽衣小町の狐！？じゃあくノ一は一体どこへ行ったの！？わからないわ！。部屋の行灯がくノ一に！？まさか、最初からずっと隠れていたというの！？
あやめ,師匠直伝、忍法家具変化の術です！師匠の素晴らしい教えのおかげで習得することが出来ました！
紗枝,あやめはんの筋が良かったからどすよ♪
瑞樹,くっ...だけど、人間一人増えたところで！
Ｐ,いいや、これで終わりだ
瑞樹,....！？氷柱が出せない！力が、抜けていく....！？
あやめ,先ほど貴方に刺したクナイは、以前歌鈴ちゃんが退魔の霊力をたっぷり込めてくれた、とっておきのクナイです！一度刺されたら最後、三日は身動き取れませんよ！
瑞樹,わからない、わからないわ.....なぜ私が、人間なんかに！
紗枝,さっきも言いましたやろ？あんたは人間を侮り過ぎどす。人間はうちらあやかしより遥に短い時を生きとります。人間の一生なんて、うちらにとっては瞬く間に終わってしまう。せやけど与えられた時間が短いというのは、与えられた時間が薄いという事やあらへん。むしろ限られた時間やからこそ、いずれ老いて死ぬからこそ、人間は自分の人生をより濃く彩ろうとする。そして時間が足りないからこそ、次の世代へと襷を預けていくんどす。いつか誰かが、自分の見れなかった物を見てくれると信じて
瑞樹,次の、世代へ...？
紗枝,あやめはんが数刻で変化の術を習得出来た理由、なんでだか分かりますかえ？時代が忍びを必要としなくなっても、あやめはんのご先祖が必死に自分たちの技術を次の世代へ遺したから。そして次の世代であるあやめはんが、廃れてしまった技術を必死に修復して、拙いながらも忍術の基礎を習得出来ていたからどす。うちはそんな人間の儚くもたくましい生き方が、堪らなしく愛おしいんどす
瑞樹,老いるからこそ愛おしい.....？わからない、わからないわ..........！。......いや、少し、わかってしまうわ。私が永遠の若さを得る為に必死だったのは、私の時間が限られていたから.....
Ｐ,んじゃそこの師弟の活躍を鑑みて、今回は紗枝のお弟子ちゃんに花を持たせてやろうかね。正直ちょっと腰痛くて動くの怠いし
紗枝,Ｐはん今回何もしてなく無いどすか？無駄に歳食っただけやん
Ｐ,俺と紗枝が本気でかかったらあやめちゃんの出番なしで終わっちまうだろ？偶には手抜き工事でもいいじゃねえか。というわけであやめちゃん、しっかり決めてくれよ？
あやめ,はい！忍法、影分身の術！！
あやめ４,変化の術のついでに、完璧な影分身の術も習得です！ＣＶ若本
あやめ,真
あやめ１,は！
あやめ２,ま！
あやめ３,ぐ！
あやめ４,ち！ＣＶ若本
あやめ,真
瑞樹,わ、わからないわああああああああ！！！！？？？？
あやめ,いえいえ、くノ一陰陽師として当然の事をしたまでです。任務の報告もしなければなりませんし！
Ｐ,俺たちもあんまり一つの場所にとどまってられないからな
周子,どーいたしまして♪君も元気でね？
紗枝,なんどすか？
Ｐ,蕎麦代.........？
あやめ,あー.....Ｐさん、今回はお世話になったので捕まえませんけど、流石に目の前で食い逃げするのは見過ごせませんよ？。......あっ
Ｐ周紗あ,わからないわっ！！
