橘ありす,おはようございます
フレデリカ,はい！じゃあ杏ちゃんご乗車～！
杏,ん
ありす,ホントにおんぶしてる……
フレデリカ,しゅっぱーつ！！
杏,ん
ありす,テンションの差
フレデリカ,あれ？ありすちゃんも行くの？
ありす,フレデリカさんが他の人に迷惑をかけないか心配なだけです
杏,ZZZ……
ありす,もう寝てる
フレデリカ,杏ちゃん！今日は何のレッスン？誰と？？ねぇ！ねぇ！
ありす,タクシー以前に人としてどうなんですか！？。……。……杏さん以外には誰がよく利用するんですか？
フレデリカ,お！フレちゃんのことが気になっちゃう感じかなー？
ありす,そういうのいいですから
フレデリカ,一番よく乗るのは杏ちゃんでー
ありす,まあ慣れてましたもんね
フレデリカ,2位からは、仁奈ちゃん～雪美ちゃん～美城常務～こずえちゃんの順かな！
ありす,ま、待ってください！！！い、今ありえない人物がランクインしてたんですが！！！
フレデリカ,ああ、雪美ちゃん？けっこう仲良しなんだよ～？
ありす,そこじゃなく！！！
フレデリカ,もー、冗談に決まってるでしょ？
ありす,明日からまともに顔を見れなくなるところでしたよ……
フレデリカ,常務は４位じゃなくて７位だよ♪
ありす,ランクインは前提なんですか！？
フレデリカ,そうこうしてる間にとうちゃーく！
ありす,説明不足なんですが
杏,ふわぁ～着いちゃったか……
フレデリカ,降りてくださーい
杏,はいはい……
フレデリカ,疲れたが0回だったからアメ１個ちょーだい！
ありす,事前説明が何の効力も持ってないじゃないですか
杏,アド街見た
ありす,そこすらケチるんですか！？
フレデリカ,じゃあタダ☆
ありす,システムが理解できない！！！
フレデリカ,さて、部屋に戻りながら、次のお客さんを探そっか！
ありす,そんな都合よくいるわけ……
トレーナー,お、いたいた、宮本、ちょっとタクシー頼んでいいか？
フレデリカ,オッケー！
ありす,なんで皆さん当然のように認知してるんですか……！？
フレデリカ,でもトレーナーさんなんて珍しー！
トレーナー,いやいや、私ではなくてだな
ありす,？
トレーナー,白菊がレッスン中に体調不良になってしまってな、医務室まで頼む
白菊ほたる,す、すみません
フレデリカ,へいらっしゃい！お客さん！どこまで？
ありす,だから今言ってたじゃないですか！
トレーナー,346プロダクション事務棟1階医務室のベッド付近まで
ありす,面倒くさいシステムですね
フレデリカ,へいらっしゃい！
ありす,なんで受付の時だけ語彙力が死ぬんですか！？
トレーナー,じゃあ私はレッスンがあるからこの辺で。頼んだぞ
フレデリカ,らじゃー！。じゃ、ほたるちゃん、乗っちゃってー？
ほたる,い、いえ、でも……
ありす,どうしたんですか？信用できないのはわかりますが、ちゃんと運んではくれますよ
ほたる,私をおんぶなんてすると……きっとなにか良くないことが……
フレデリカ,常務をおんぶすることより不幸なことがあるとでも？
ありす,急にガチトーンになるのやめてください
フレデリカ,大丈夫大丈夫！何とかなるって！
ほたる,でも……
ありす,今回だけはフレデリカさんに賛成です。運勢とかそんなものに惑わされるだけ時間の無駄ですよ。ましてや体調不良なら好意に甘えるべきです
ほたる,……。ありがとう……ございます……
フレデリカ,しゅっぱつしんこー！。で、どこ行くんだっけ？墓場？
ありす,医務室！！！
フレデリカ,でも体調不良って、どうしたの？レッスンきつかった？
ほたる,いえ、レッスン前からなんですけど……
ありす,そういう時は休むものですよ。何か心あたりは？
ほたる,いえ、全然……。昨日は志希さんにもらったお茶を飲んだことしか特別なことは……
ありす,一気に原因と犯人が判明したんですが
フレデリカ,謎は深まるばかりだね……
ありす,浅いです。水たまりレベルの浅さです
フレデリカ,あれ？この廊下、通行止めだ
ありす,設備点検中……仕方ないですね、回り道しましょう
ほたる,……
フレデリカ,あれ？？こっちも通れないよ？？
ありす,中野さんが破壊した壁修復中……何してるんですかあの人！？
ほたる,……
ありす,では、外に出て、非常階段から下りましょう
フレデリカ,りょーかーい！。あれ！？非常階段がない！！！
ありす,なんなんですかこの事務所！！！
ほたる,すみません……すみません……
ありす,いえ……ほたるさんのせいではないですが……このままだとビルを移動するどころか、このビルから出ることも出来ないですね……
フレデリカ,あ！あれ見て！
ありす,？……レッスン室から誰か出てきました……あれは茄子さんですね
フレデリカ,ちょっと握手してくるね！！！
ありす,えっ？ちょ……
フレデリカ,ただいま！
ありす,早っ
フレデリカ,よし！これでだいじょーぶ！！飛び降りよう！！！
ありす,ここ4階ですよ！？
フレデリカ,へーきへーき！女神さまが憑いてるもん！
ありす,漢字おかしいですし！ほたるさんも何か言ってください！
ほたる,茄子さんなら大丈夫ですね
ありす,変な宗教にハマってる人みたいになってる！！
フレデリカ,じゃ！行くよー！
ありす,いやいやいやいや！……って力強っ！！！
フレデリカ,ピョーーーーーーン！！！！！
ありす,きゃぁぁぁぁぁぁぁ……。……あれ……？生きてる……
フレデリカ,ワオ！偶然隣のビルでスタント撮影をしててクッションが敷かれていて、偶然強風が吹いてアタシたちのちょうど真下に偶然飛んできてくれて助かったね！
ほたる,流石茄子さん！
ありす,……もういいです
ほたる,本当にありがとうございました……！
フレデリカ,なんのなんの！これからも頼ってね！
ありす,お大事にしていてくださいね
ほたる,はい……それでは
フレデリカ,いやー！いいことをした後は気持ちがいいね！
ありす,そう……ですね……
フレデリカ,ありすちゃん！？。もしかして足、挫いちゃった！？
ありす,……ちょっと捻っただけです。歩けます
フレデリカ,……賢いありすちゃんなら、この後のフレちゃんのセリフ、想像できるよね？
ありす,……わかりませ……うわ！ちょっと！何するんですか！
フレデリカ,今日フレちゃんに付き合ってくれたありすちゃんには、特別に“タクシーフレデリカお姫様抱っこコース”をプレゼントだよー！
ありす,ちょ……やめてください！恥ずかし……
フレデリカ,たまにはお姉さんらしいことさせて……ね♪
ありす,……。わかり……ました……
フレデリカ,じゃー、フレちゃんの家までごあんなーい！
ありす,頼んでません！！！
