モバマスより小日向美穂,たぬき
菜帆,耳と尻尾を出しまして～
美穂,ぽんぽっこ、ぽこぽこんっ。ぽぽこっこん？
菜帆,ぽんこ～、ぽこぽぽ～んぽ～。ぽぽっこ～
美穂,――わぁ、それほんと？
菜帆,そうなんですよ～。うふふ～っ♪
Ｐ,お、おお……。ちなみにどういう会話だったの？
菜帆,このあいだ小梅ちゃんと見た映画の紹介をしました～
美穂,菜帆ちゃん、レビューすっごく上手なんですよっ
Ｐ,今の短いやり取りで！？。しかし、本当に腹鼓を間に挟むんだな……
美穂,感覚としては句読点とかに近いイメージですね
菜帆,無いと、どこで文を区切るのかわかりませんからね～……あっ、そうだっ。ちょっと待っててくださいね～
Ｐ・美穂,？
菜帆,――お待たせしました～っ
美穂,これって……
Ｐ,でんでん太鼓じゃないか！どこにあったんだこんなの？
菜帆,芳乃ちゃんが貸してくれました～
Ｐ,法螺貝の他にもこんなものを……ともあれ確かに音は似ている
菜帆,それじゃあ、昔の名文を読み上げてみましょうか～。美穂ちゃん、お手本お願いしま～す♪
美穂,任せてっ！。ぽこぽっこ、ぽこんぽここ、ぽこー。ぽんこぽぽぽこっこ、ぽこぽこーんぽん。ぽここっぽこんぽこ、ぽーぽーぽこぽぽこー。ぽここんここっぽ、ぽこぽーぽん、ぽこっこ
Ｐ,チックショさっぱりわかんねぇ！。ふぅ、ふぅ……たぬき語ムズすぎるぽこ……
美穂,ふふっ、ゆっくりでいいんですよ♪。――って、あ！もうこんな時間！
菜帆,何か用事ですか～？
美穂,うん、スーパーで辛子蓮根限定タイムセールなの！ごめんなさい、行ってきますっ
Ｐ,――ふぅ。行ったか……？
菜帆,はい、もう見えませんよ～
Ｐ,ごめんな、グローバ……何だっけ？変な建前に付き合わせちゃって
菜帆,いえいえ、いいんですよぉ。美穂ちゃんが来ちゃったら仕方ありませんものね～。それにしても、美穂ちゃんにたぬき語で日頃の感謝を伝えたいだなんて。プロデューサーさんって、結構ロマンチストなんですね～♪
Ｐ,ん……まあ、色々大変な思いもさせちゃったしなぁ。とりあえず手紙みたいな形で、短めの文章にまとめたいと思うんだ。手伝ってくれるか？
菜帆,もちろん♪ぷにょ船に乗ったつもりでいてください～♪
Ｐ,…………なんつーか小学生の作文だなこれじゃ
菜帆,ふふ～っ。素朴で、とっても素直な想いがこもっていると思いますよ～♪
Ｐ,そうかな。……まあ、たぬき語で音読するならこれくらいの方がやりやすいか
菜帆,そうですねぇ。じゃ、音読のチェックいってみましょうか～
Ｐ,ウム！
美穂,日頃の、感謝……？
菜帆,はい～っ。たぬき語で、美穂ちゃんに伝えたいって～♪
Ｐ,…………
美穂,感謝……私に……たぬき語で……。あぁあ……ぷ、プロデューサーさぁん……
菜帆,ああっ、美穂ちゃん～！まだ泣いちゃだめですよ～！
美穂,そ、そう……そうだよね、えへへ……。喜んで、お聞きしますっ
Ｐ,うん……よし
菜帆,回想
Ｐ,わかってるさ……菜帆。ここまで付き合ってくれたお前の為にも……。…………実は今朝から、なんかちょっと風邪気味なんだが…………。やるしかない。思いは伝わる！……よし！。ぽこっこぽぽん、ぽここｹﾌｯ
美穂・菜帆,！？
Ｐ,ぽこぽっぽん、ぽぽｽﾞｽﾞｯ。ぽぽこここ、ぽこんｯｸﾁｯ。んぽっぽｾﾞﾋ。んーぽこぽーﾑｽﾞ。ぽこぽ……ぽ、っごめんちょっとﾁｰﾝ。ぽこ……ぽ！ぽここここｽﾋｰ。ぽこぽん、ぽんぽこ……！ぽん！。途中かなりつまづいた気がするが……。つ、伝わったか……？
美穂,………………ぽ
Ｐ,ぽ？
美穂,ぽこーーーーーーーーーーーーーーーっ！！！
Ｐ,グワーッ尻尾ビンタ！！
美穂,ぷ、ぷ、ぷ、プロデューサーさんのばかばかぁっ！もう知りません～～～～っ！！
Ｐ,ハァ……ハァ……。………………しくった？
菜帆,あわわ～……///。ひっくりかえして茶釜にするなんて、完全に放送禁止用語ですよ～……///
Ｐ,茶釜！？何が！？
美穂,むすーっ
Ｐ,いやごめん、ほんと申し訳ない、知らないとはいえセクハラ連発してしまったようで……
美穂,………………許しますっ。私の方こそ、いきなり尻尾で叩いてごめんなさい……
菜帆,だけど、やっぱり急に長文は難しいみたいですね～？
Ｐ,う～む……風邪は言い訳にならんしなぁ……
美穂,そう、ですね。……とにかく、たぬき語を覚えてくれようっていう気持ちはとっても嬉しいんです。まずは声だけで表現できる、簡単な挨拶だけを覚えていきましょうっ。それからです！
Ｐ,ああ……ローマへの道は叩いて渡れとも言うしな
菜帆,やっぱり基礎が大切ですね～
美穂,まずはぽぽんぽここ……これはおはようございますって意味です
菜帆,？
Ｐ,ぽぽんぽここ！これでいいか？
美穂,ばっちりです！比較的簡単ですからねっ。次は、ぽーぽーぽこん。お疲れさま、という意味ですっ
Ｐ,ぽーぽーぽこん。なるほど汎用性の高いたぬき語だ
菜帆,これって～……
美穂,最後に、ぽっこぽーんぽ。これはさようならで、また明日としても通じます！
Ｐ,ぽっこぽーんぽ……ぽっこぽーんぽ。よし！
菜帆,……まあ、いっかぁ～♪
紗枝,それでなぁ。幸子はんが言うには、世界に人のカワイさの光を見せなきゃあかんと～……
美穂,幸子ちゃんの野望って時々遠大だよね……
Ｐ,おう紗枝、おはよう。美穂もぽぽんぽここ
美穂,プロデューサーさんっ。えへへっ、ぽぽんぽここ♪
紗枝,
Ｐ,……って、紗枝はびっくりするよな。俺がいきなりこんなこと言い出したら
美穂,プロデューサーさんね、たぬき語を勉強してくれてるんだよ！
紗枝,ほぁ～……それは、思い切りはりましたなぁ～
Ｐ,プロデューサーとしてはこれくらいはな。今度はきつね語も覚えてみようと思ってるよ
紗枝,あら、お稲荷の言葉はややこしいで～？プロデューサーはんの手ぇに負えますやろか♪
Ｐ,うーむ、たぬき語で既に手こずりまくってる身としては耳に痛いが……。ま、やるだけやってみるわ。それじゃ、ぽーぽーぽこん！
美穂,はいっ、ぽーぽーぽこんっ♪
紗枝,……
美穂,紗枝ちゃん、びっくりさせちゃってごめんね？私も最初びっくりしたんだけど……。まあ、こういうのもいいかなぁって……えへへ
紗枝,せやなぁ……。美穂はん？うちがたまげたんは、プロデューサーはんがたぬき語を使わはったこと自体やのうてな？
美穂,？
紗枝,……うちな、教養いうことで、たぬき語もちぃとは齧っとるんどす
美穂,えっ
紗枝,美穂はん？ぽぽんぽここ、いうんはおはようさんやのうて――
美穂,わああっ、ちょっ紗枝ちゃん、紗枝ちゃん待って！。…………い、言わないでくれる？
紗枝,………………。こん♪
美穂,さ、紗枝ちゃん～っ！
紗枝,うそや、うそやて。うちからそない無粋なことせぇへんよぉ♪
美穂,ほんと？ほっ、良かったぁ……
紗枝,にしても、美穂はんたらぁ……
美穂,な、なに？
紗枝,純な乙女や思うとったら、なんや狡すこ
美穂,も、もう、からかわないでよぅ！
紗枝,うふふふふふっ♪
菜帆,こんにちわ～。突然ですけど、海老原菜帆のたぬき語レッスン補足編のお時間ですよ～♪。ぽぽんぽここ、というのは直訳すると、実りの秋みたいに素晴らしい尻尾だとなります～。ぽーぽーぽこん、というのはグルーミングをさせて欲しいとなって～。ぽっこぽーんぽ、というのは君の匂いを鼻先にずっと感じるとなります～。ひらたく言えば、順にとってもかわいいね大好きだよいつもあなたを想っているよという意味になるんですね～。まあ、プロデューサーさんはまだ全然気付いていないようですけど～……ふふふ～♪。それでは、今週のたぬき語レッスンはここまで～。しーゆーねくすとぽんぽこ～
Ｐ,じゃ、今日の予定はこれでおしまいだな。美穂、ぽーぽーぽこん！
美穂,はいっ。プロデューサーさんも、ぽーぽーぽこん、ですっ
Ｐ,ゆっくり休むんだぞ。ぽっこぽーんぽ！
美穂,送ってくれてありがとうございます！それじゃ、ぽっこぽーんぽ♡。えへ、えへへっ、えへへへ～っ♡
Ｐ,？
