モバマスより小日向美穂,たぬき
あきら,イースターエッグ。語源はキリスト教のお祭りかなんからしいけど。ゲームとかコンピュータのあっちこっちに仕込まれた、隠し要素デスね。あるところで特定の動きをするとか、特殊なアイテムを使うとか。あるタイミングでどっかのポイントに入るとか……。そういうことで解禁される、見ても見なくてもいいお遊び要素って感じ。ひらたく言えばマ〇オの裏面みたいなもんデス。最初にそれやったのはATARIのなんかのゲームって話だったかな
みく,でもそれ……ゲームの話でしょ？
あきら,ゲームだけじゃないデスよ。この世界のそこかしこにイースターエッグがあるんだって。女子寮の開かずの間？ってのも、たまたまその一つに繋がっちゃってたんじゃないデス？
みく,そんなことある！？
あきら,そういうシリーズでしょ
みく,メタ発言やめーにゃ！！
あきら,やっと見つけた。この家デス
みく,……マンション？すごい普通っぽいけど
あきら,目的地、ここだったんで。美穂サンと響子サンのことはわかりませんけど、中の人が少しは知ってるかも
みく,……出ねーにゃ
あきら,家主、出不精なんで
？？,はいはーい。あぁ、あきら。遅いよー
あきら,道迷ってた。杏サンは？
？？,今ポケモン中。手が離せないんだってさ。……あれ？そっちの子、前川みくちゃん？
みく,みくのこと知ってるの？
？？,知ってるよー、いつも見てるし
紗南,あ、自己紹介まだだった。あたし三好紗南。あきらとはゲーム仲間なんだ。で、この部屋の主が……あーまあいいや。中で話そっか！
？,あれ？あきらと……またお客さん？
みく,ほ
？,ほ？
みく,ほ、ほんとにちっさいにゃあ！妖精！？
杏,よく言われるなぁそれ。１７なんだけどね
みく,年上っ！？
杏,前川みく、だったよね？弟子から私の話聞いてない？
みく,弟子？弟子、って……。……あっ！！Ｐチャンが幽体離脱した時に戻り方教えてくれた子！！？
杏,まあそうなんだけど、改めて聞くとワケわかんない事態だよね。話はだいたい把握してるよー。あれ、紗南、ジュースどこやったっけ
紗南,さっき杏さんが自分で冷蔵庫に片付けてなかった？
杏,あ、そっか。ちょっと待っててね取ってくるから
みく,あ、お構いなく……。………………
杏,……はぁ～～～～っ、お待たせ
みく,今どこまで行ってきたの！！！！？
紗南,あはは、どこってキッチンでしょ？
みく,いや明らかに途中車かなんか乗ったにゃあ！！！
杏,まあいいじゃん細かいことはさ。てきとーにやってこーよ。あー、裏面入っちゃったのか。まあここ色んなとこと繋がってるからねー
みく,……ていうか、三人は結局何者なの？
杏,一応、他のみんなからはだらけ仙人って呼ばれてるけど
紗南,あたしピコピコ仙人！
あきら,まあ自分も似たようなもんデス#ていうか#ただのゲーマー勢
みく,仙人って何、っていうのは聞いてもよくわかんないんだろうけど……。それより、みくの友達見てない！？美穂チャンと響子チャン！
杏,響子って子だったら……
響子,全然片付きませんっ！！
みく,響子チャン！！！
響子,あれ、みくちゃん？どうしてみくちゃんまで――
みく,きょ、きょーこチャ～～～～～ンっっ！！
響子,きゃあっ！？ど、どうしたんですかっ！？
みく,心配したんだから！もう帰ってこないのかって思ったんだからぁ～～～～！
杏,その子うちに迷い込んできて、部屋見るなりお掃除に没頭しちゃったんだよねー
あきら,いや杏サン散らかしすぎでしょ
紗南,よくわかんないアイテムとか無限に湧いてくるよね
響子,はっ……私お掃除に夢中になってて……。みくちゃん、どうやってここに？
みく,響子チャンを追ってきたのっ！！
響子,ええっ！？も、もうそんなに時間が経ってたんですか！？
みく,もぉ～……響子チャン散らかった部屋見つけたら我を忘れちゃうんだから……。……でも……無事で良かったぁ
響子,みくちゃん……。ちょっと待っててくださいね。片付け終わったらすぐ帰りますからっ
みく,いや片付けは続けるんかい！！
あきら,#お掃除ガチ勢
響子,これはこっちに、この変なのはこの箱に……
紗南,あ、これまだあったんだ
みく,何それ？
紗南,世界レベルの腰ミノ。ヘレンワールドダンシング３ハワイ編のヘレンさんの最終装備
みく,どういう装備にゃあ！？
あきら,あ、これ真・名刀竹男。杏サンこんなの持ってたんデスか
杏,あー、ビルドに合わないレジェンダリって一応取っとくだけは取っとくよね
紗南,こっちはときめきの刻？純魔の最強魔法のスクロールじゃん！
響子,本とか紙はこっち、大きいものはこっち、棒状のものはこっちっ
杏,掘れば結構出るものだなぁ
紗南,サバオリくんの輝く鱗だ！このレイドイベントかなりヤバかったよね～
あきら,最終強化型Ｐヘッド零式なんて専用装備なんだから杏サン持ってても意味ないでしょ
杏,キーアイテムとかも結構インベントリ突っ込んで放置しがちだよね
紗南,うわホントだ、仙人手形ここにあったんじゃん。ぞんざいな扱いしてたらまた叱られちゃうよ
あきら,てか、これ漁ってるだけで面白いかも。仙tubeに動画配信していい？
みく,それで、美穂チャンの行方なんだけど
杏,たぬきの方でしょ？うちには来てないなー
みく,そっか……。じゃあ、また外に探しに行かなきゃ。ていうかここに落ちてる変な道具、そんな強いの？外危ないし、みくたちも何か使えたりしない？
杏,持ってく分にはいいけど、レベル足りてないと装備できないんじゃないかなー
みく,いっこくらいなら使えるのある筈にゃあ！ほら、例えばこれとか――。……って何コレ。写真？誰が映って……
響子,きゃあ！？
杏,うわっと！？
紗南,な、なになに！？地震！？
あきら,……あー……ちょっとマズいかも
みく,どういうことにゃ！？
あきら,さっきヤバいエネミー見かけたって言ったじゃないデスか。エンカしないように避けて進んだけど……。アレ見つかってたかも。追って来られたっぽい
紗南,トレインしちゃったかー
杏,うわーどうしよ全然準備してないよ、もー面倒だなーこの辺何かあったっけ
響子,あっ、そこ整理したばっかりのとこですよっ！
みく,そんなこと言ってる場合じゃないにゃあ！
杏,えーっとすぐ使えるものすぐ使えるもの、あ、これ装備できないやつだしこれは、
みく,にﾞゃーーーーーーーーーーーーーーーーーーーーーーーーーっ！！！？。うにゃにゃ…………はっ！？今度こそ天国！？
杏,じゃないよ。あー間に合った、死ぬかと思ったよ
響子,こ、このモフモフした大きなクッションは一体……？
杏,巨大アッキーのおまもり。一回だけどんな攻撃からもパーティーを守ってくれる、毛皮のバリアだよ
巨大アッキー,なんとも言えない顔
みく,……も、もの言いたげだけど
巨大アッキー,ｼｭﾝｯ
みく,あ、消えちゃった
杏,効果切れだね
紗南,てか部屋、マンションごと吹っ飛んじゃったよ？
杏,セーブしてたから多分そっちは大丈夫だと思う、けど……
あきら,完全に捕捉されてマスねこっち#ヤバみ
響子,えっと、話せばわかる感じではないんでしょうか……？
杏,ボスだからなぁ。どーしよ、ろくにアイテム無いし勝負にもなんないよこれ
みく,だけど、そんなにヤバいって一体どんな…………
芳乃Ω,滅びよ
みく,芳乃チャンじゃん！！！！！！
あきら,より正確には、一番ヤバいルート進んだ時の芳乃サンというか。wikiによると、芳乃サンのＺルート最終話終わりなき輪廻の果てにに入った時点で芳乃サンのＰサンへの好感度が１０００超えてて、最後の選択肢でそれでも、俺は芳乃を諦めないを選んだ後の戦闘でＰサンをキャラロストすると二周目以降に出てくる隠しボスみたいデスね。発見から初の撃破報告までだいぶかかって、よく人〇羅とかダイア〇ンドドレ〇クに比べられてマス
みく,そのwiki何なの！！？
芳乃Ω,天地万物一切無用
みく,なんか光った！！
杏,あ、ヤバい、撃つ気だ
紗南,あれはキツいよ！おせんべい百億枚相当の一撃だから！内部データによれば攻撃力は表芳乃さんの最終奥義よしのんみらくるをも軽く上回るんだって！
みく,もうツッコミが追いつかないにゃーーーっ！！
芳乃Ω,……
？？,ぽこっ！！
あきら,攻撃を……
杏,逸らした……？
響子,あ、あの姿……！
美穂,みくちゃん、響子ちゃん。大丈夫？
みく,美穂チャン！？無事だったのにゃ！？良かったぁ！！
美穂,うん、久しぶり。――千年ぶりだね
みく,ほんとに心配したんだか……うん？千年？？？
美穂,詳しい話は後でしよう。まずは、芳乃ちゃんを止めなくちゃ
みく,な……なんか美穂チャンがそこはかとなくカッコいいにゃ！ガルフロの時みたい！
響子,声の感じがイケメンの時の津〇美波さんになってます！
紗南,あ……あれは、千年狸モードの小日向美穂！。キャラセレ画面で美穂さんにカーソルをあわせて隠しコマンドを入力することで解禁される、強力な裏キャラ！
杏,けどそのコマンドがなかなか難しくて、結局しくじってただの茶色カラーの美穂になっちゃいがちだよね
紗南,あるあるだねー
みく,ゲームのジャンルがさっぱりわからんにゃあ！！
杏,アイドルプロデュースゲーだよ？
みく,今までの話にアイドル要素ある！！？
美穂,――あとは、任せて。みんなは私が守ってみせるから
芳乃Ω,…………
美穂,はぁぁぁぁぁ…………！！！
紗南,おお！美穂さんの気が高まって……！！
みく,気の効果音それでええんか？
美穂,いくよ！！
みく,このシリーズ、バトルモノじゃなかった筈なんにゃけど……
響子,美穂ちゃーんっ！がんばってくださーいっ！
あきら,撮っとこ
紗南,う～ん……杏さん、あれどう思う？
杏,かなり食らい付いてるけど、やっぱりスペック差はいかんともしがたいんじゃないかなぁ。それに美穂ちゃんの方はあくまで止めるつもりなのに対して、芳乃Ωの方は完全にお構いなしだからねー
みく,つ、つまり……？
杏,美穂ちゃん、結構不利くさいってこと
美穂,ぽこっ！
響子,美穂ちゃん！！
美穂,大丈夫、心配いらないよ……！。芳乃ちゃんっ、目を覚ましてっ！プロデューサーさんはもういないの！あの第七次元での戦いで、ギャラガの大艦隊に特攻して……っ！。あの人はこんなこと望んでないよ！最後の、全てのおしりには平等に価値がある。セガ万歳って言葉を忘れたのっ！！？
みく,どういうストーリーが展開されてるのかさっぱりわからんにゃ
紗南,こっちナムコのゲームなんだけどね
芳乃Ω,全て、戯言なればー……
あきら,あ、チャージ始めた。#終了のお知らせ？#逃げた方が
みく,で、でもこのままじゃ美穂チャンが……っ！。みくに、みくに何かできることはないのっ！？ほんのちょっと注意を逸らすだけでも……！。そうにゃ！さっき響子チャンのお片付け中に拾った、よくわかんないアイテムが……！。なんのアイテムか全然わかんなかったけど、なんにもしないよりマシにゃあ！！。こ、こ、これでも喰らうにゃあーっ！！
芳乃Ω,！
響子,あれは！
あきら,写真……？
芳乃Ω,――そなた？
紗南,ああっ！あれはキーアイテム幼少時のＰの写真っ！。中盤のサブクエストそなたよい子だねんねしなで過去の世界にタイムスリップして、特定の条件を満たせば手に入るキーアイテム！。アイテムとしては全然使えないけど、特定の局面で重要な役割を果たすってこのwikiに書いてあった！
杏,パスワードにＲＡＲＡじゃなくてＬＡＬＡって入れなきゃいけないやつ？
紗南,それ別のやつ！
杏,うーん。にしても、そんなの取ってたっけ
芳乃Ω,そなた……そなた……
響子,あ……芳乃ちゃんが浮き上がって……
芳乃Ω,……そなたー……
あきら,写真持ったまま、消えちゃった
紗南,なるほどー……あれは芳乃Ωとの戦闘を避けるためのアイテムだったんだね
杏,wiki編集しとこっか
美穂,ぽこ
響子,美穂ちゃん？
美穂,ぽここ……ぽこっ！？ぽ＃％＆×〇ｋ＊＞＞？こぽっ‘％＄＆”ぽこ！”！
みく,にゃあっ！？み、美穂チャン大丈夫！？なんかピカソみたいになってるけど！？
美穂,ぽこっ！！。きゅぅ～…………
響子,美穂ちゃん！？
みく,あ、あれ？心なしかさっきのクールな感じが無くなったような……
響子,美穂ちゃん、大丈夫ですか美穂ちゃんっ！
美穂,う～ん……うぇへへぇ……もっともふもふしてくらしゃい～……
みく,めっちゃ健やかな寝顔にゃ
紗南,戻ったんだ。これも一種のバグみたいなもんなのかなー
美穂,はっ！？ふぇえ……？みくちゃん、響子ちゃん……？。……と、だ、誰ですかーっ！？
あきら,説明しときマス？
杏,しといてもいいけど、その前に家なんとかなるかな……。えっとデータデータ
マンション,戻った
みく,うそぉ！？
杏,あ～～～～～良かったぁこまめにセーブしといて……杏の引きこもりパラダイスが無くなったら大変だったよー
美穂,？？？
杏,攻撃される直前くらいにセーブしてたはずだから、まあすっかり元通りだと思うよ。上がってく？
みく,んー……でももう帰らなきゃ……。うにゃっ！？
響子,あれ？この声って……
みく,念話が何かはともかく、この声の調子……みく達の知ってる芳乃チャンにゃ！来てくれたの！？
杏,ゲームしてたら迷い込んできたよ
紗南,まあ、実際一番頑張ったのは美穂さんなんじゃないかな
あきら,けっこー映える画像取れたんで満足デス。上げていい？
美穂,う、う～ん……私、途中の記憶があんまり無いんだけど……
みく,だいじょーぶにゃ。美穂チャン、かっこよかったよ！
美穂チャンは最初に通話が切れて以降のことをほとんど覚えていなくて、,いつの間にかこうなってた
それに、こんな色んなものがごちゃごちゃになってる,裏面？
Ｐ,みく！美穂に響子も！
芳乃,おかえりなさいませー
みく,Ｐチャン！芳乃チャン！
Ｐ,ＬＩ〇Ｅを見てから急いで来たんだが、どうしても遅くなっちゃったな
みく,……ほ、ほんとにゃあ！Ｐチャン遅すぎ！みく、変なとこで大冒険しちゃったんだからね！
Ｐ,いや本当にすまん。でも、三人とも無事で本当に良かった
みく,トーゼンっにゃ！みくは寮長だからね！寮生がピンチになったら、絶対に助けるのにゃ！。だから今回だって、寮長として二人の安全を保護したまでにゃっ！だから、だから――。ぶ……無事に、帰っでっ
Ｐ,！？
みく,ど、どうしようって、このまま戻ってこなかったら、取り返しのつかないことになったら、どうしようって思っ、思っでぇっ
響子,みくちゃん……！
みく,みく、みぐっ、がんばったよ。怖っ、こわかったけどっ、すっごい、がんばっでっ
美穂,わわわ、みくちゃん泣かないでぇ……！
芳乃,……二人のため、勇気を出して飛び込まれたのですねー。それは素晴らしき行いなのでしてー
Ｐ,ああ。やっぱりみくを選んで正解だったよ。流石だな、寮長
みく,ぶええぇええぇ～～～～ん！Ｐチャぁぁ～～～～ンっ！！
Ｐ,おおよしよし、頑張ったなぁ
芳乃,よいこー、よいこー
響子,みくちゃん……本当にありがとうございます。私、みくちゃんの気持ちも知らないで……
美穂,私こそ、途中でよくわかんないことになっちゃって、ごめんね……！
みく,ん～んﾞ～……二人は悪くないのぉﾞ……
響子,そんなこと……！そうだ、お礼に今日は、みくちゃんの好きなもの作りますねっ！。メインはカレーの予定でしたけど、もう一品なんでも足しちゃいますっ！
みく,うぅ～……ハンバーグ……おっきいハンバーグカレー……
響子,はいっ♪
Ｐ,俺は最後に来ただけだが……一応、一件落着ってことでいいのかな
美穂,そう、みたいです。ごめんなさいプロデューサーさん、心配かけちゃって……
Ｐ,いいんだ。とにかく良かった。美穂もありがとうな、色々がんばってくれたんだろ
美穂,いえっ、私はなんか、途中で記憶失っちゃってたくらいで……！
みく,ひぐっ、ふぐっ……ずびっ。ずず……ふー……
Ｐ,お、落ち着いたか
みく,ぅん、ありがと……ねぇＰチャン？ひとつだけ、言っておきたいことがあるの……
Ｐ,なんだ？
みく,アイドル女子寮に大人の男のヒトが入ってくるの、たぶん普通にアウトにゃ……
Ｐ,今それ言う！！！？？
芳乃,既に幾度か入っておられますがー
響子,あ、私普通にご飯食べてってもらうつもりでしたっ！
みく,…………
紗南,で、ここをこうやって歩きで通り抜けると、リッカーはスルーできるってわけ
小梅,わぁぁ……リッカーちゃん、かわいい……！！
美玲,いや、これ可愛いって思うのコウメだけだと思うぞ……
輝子,フヒ、ヒ……シャグマアミガサタケみたいな、頭だな……
みく,……………………
杏,よっ、ほ、よいしょっ
周子,ちょわぁっ！？今のハメじゃないん！？
杏,ハメじゃなくてコンボだよーだ
紗枝,このふぉっくすはんいうんは、うちにはちょぉ難しいかもしれまへんな～……ぴゅんぴゅん速ぉて……
蘭子,漆黒と硝煙を纏いし魔女！ベヨネッタかっこいい
みく,………………………………
あきら,あ、はい今動画撮ってマス。Ｐサンに確認してオッケーなら仙tubeに上げるつもり。みんな見たがってるんだよね
イヴ,これに映ってるんですか～？いぇ～い♪
こずえ,いえーい……
みく,なんでフツーに遊びに来てるのにゃっ！！？
響子,まあまあ、いいじゃないですかみくちゃん♪みんなー、ご飯できたよーっ
あきら,あ、頂いていきマス
紗南,やたっ！響子さんの料理おいしいんだよね～♪
杏,杏いつもはお菓子とかカップ麺しか食べないからねー
響子,もう、ちゃんとお野菜も食べなきゃ駄目ですよっ！
みく,しかも完全に胃袋捕まれてるし！！
あきら,あ、みくサンこれ
みく,え？
あきら,〇ＩＮＥ、交換しときましょ。また裏面迷い込んじゃったら大変だし、自分助けに行くんで
みく,あきらチャン……
あきら,それに……なんだかんだで、結構楽しかったでしょ？
みく,ん、ん～～～～～～～…………。まあ……そう、かも？
あきら,ほら。遊びに来たくなったら迎えに行きマスよ
みく,い、いやいや！さすがにあんなよくわかんない空間はゴメンにゃ！普通に遊ばせて！
響子,みくちゃん？あきらちゃーん？
美穂,今日のごはんクリームシチューだってー！
みく,あ、はーいっ今行くにゃーっ！。……まあ、なんだかんだで。新しい友達ができたってことで、いいオチだったのかもしれないにゃ
あきら,あ、みくサンにんじん好きデス？よかったら自分の分けてあげるんではい
みく,にﾞゅあっ！？ダメにゃーっ！ちゃんと自分で食べなさーい！！
あきら,#しかるねこ
杏,草
みく,草じゃにゃーーーーいっ！！
