モバマスより小日向美穂,たぬき
Ｐ,うん……ん？そうか、こういう感じも似合うなら、こうきてこうきてそうやって……
紗枝,プロデューサーはん？
Ｐ,おお……！よし、わかった！閃いたぞ！サンキュー紗枝、呼んで良かった！
紗枝,あやや、お仕事に没頭してもうた。プロデューサーはん？プロデューサーはーん？うちに用があったんちゃいます～？
Ｐ,ああうん、あったんだが解決したというかもう十分というか、とにかくすごく似合ってるぞ！こんな感じでいこう！おれはやるぜおれはやるぜ
紗枝,……んむ～。ふぅっ♡
Ｐ,耳元に吐息ーッ！？。………………。激安たまごお一人様につき一パック限定……。いやいや、アホか。こんなことで大事な担当アイドルを呼んでられるかっつーの。しかし、たまご……たまごかぁ。あって困ることはないし、近頃はあかりんごも結構食うようになったし……。俺一人じゃ使いきれないにしても、たとえば響子やまゆに託せば、いい感じに料理してくれるだろうし……。牛丼やコンビニ弁当やカップ麺とかだけじゃ怒られるようになっちまったしなぁ……。…………………………。すまんっ
紗枝,こんっ♪。――うふふ、なんや思たら安売りどすかぁ。プロデューサーはんもえろう苦労してはるんやねぇ～
Ｐ,いやぁほんと申し訳ない、担当アイドルによりによってこんな頼り方を……
紗枝,ええよぉ。そのために渡したお狐ぼたんやさかいなぁ♪それにしても……ふふっ
Ｐ,ん？
紗枝,こうしてお買い物袋提げて歩いてると、なんや夫婦めおと
Ｐ,ブフッッ。っっん～～～～～…………持ち帰りの仕事はこんなもんかぁ
あかり,お疲れ様でしたあ！
Ｐ,おうよ。あー疲れた……俺ちょっとコーヒー淹れてくるから
あかり,Ｐさんも大変なんだなぁ。私ももうちょっとお手伝いできればなー。んご、んごっ！んーっ。体が生えないと動けないっ。あれ？なんだろこのボタン
お狐ボタン,……
あかり,き、気になるっ。……押してみたい……！。んしょ、んしょっ。枝を、伸ばして……りんごみたいに……っ。ていっ
紗枝,こんっ♪。プロデューサーはん、今夜はどないしはりました？ここは……お部屋……？。あらぁ……あらあら、あらあらあらぁ♡なんやぁ、嫁入り前の乙女をこないな時間に殿方のお部屋に連れ込むなんてぇ♡一体なにを企んで、は、る、の…………
あかり,
紗枝,
あかり,んごーーーーーーっ！？
紗枝,こーーーーーーんっ！？
Ｐ,うぉおい！？なんだなんだぁ！？
紗枝,はぁぁ……えろうたまげたわぁ……植木鉢から生首が生えてはるなんて……
Ｐ,すまん、同居人のことを説明してなかったな
あかり,びびびびっくりしたんご……まさか和風美少女が瞬間移動してくるなんて……
Ｐ,すまん、担当アイドルのことを全員分説明してなかったな
紗枝,んもぉ、心臓に悪いわぁ。いつでもかましまへん言うたけど、どっきりは堪忍え？
Ｐ,いやほんとすまん、あかりんごのこともちゃんと言っておくべきだったなぁ。今度事務所に持っていくか……
あかり,いつか体も生えますからっ！
Ｐ,生えるのかなぁこのトマック……。という風に、お狐ボタンはなんだかんだあれこれ使ってしまっているのだった。紗枝はいつでも大歓迎という感じだったが、あんまり濫用してもそれはそれで後ろめたい気持ちにもなる。そもそも、これって一体どういう仕組みで動いてるんだ？という気持ちも、あったりなかったりするわけで……。ふ～～～む。芳乃はめっちゃ高度な結界術式と言ったが、実際どういう感じなんだろうなこれ。見た目はほんとファミレスとかのボタンっつーか、立方体のちっちゃな折箱にボタンついてる感じっつーか。これ押したら紗枝が出てくるのって不思議だよなぁ。つーかどっから出てくるんだろ。…………ん？裏側に小さな、窓みたいなのが……。あ、開くわこれ。箱の中身が見えるのかな。どういう――。うおぉぉぉいっ！？。いてて……なんだここ……。これは……部屋か？正面にドアがあって、後ろに窓。広さはええっと八畳くらいで、この間取りは……。……待てよ、見覚えがあるぞ。この部屋の構造……それに置かれてある家具の感じからするに……。これは、女子寮の……紗枝の部屋か？
紗枝,――あらぁ？プロデューサーはんやないの？
Ｐ,うおわ！紗枝！？
紗枝,なんでここに……ああ、お狐ぼたんの窓を開いてしもたんやねぇ。けどまぁ、気にしてまうんはしゃあないことなんかなぁ
Ｐ,あ、ああ。その窓ってのを開いたらこの部屋に……。ていうか、やたらポカポカしてるな
紗枝,せやで～。つい今しがたまで、美穂はんたちと一緒にお風呂に入っとったんやもの
Ｐ,オゥﾞッッッ。……いやほんと急にすまん。とにかくアレか。お狐ボタンってのは、紗枝の部屋と繋がってる感じだったんだな
紗枝,まあ、そんなようなもんやなぁ。入口は扉、出口はそっちの窓や。呼び出しがかかれば、うちはいつでもここを通れるように結界を組んどるんどす～。別に気付かへんでもよかったんやけど、逆に言えば、窓を開けばプロデューサーはんもいつでもここに来られますえ♡
Ｐ,そうか、確かに便利だな。…………。あのさ、紗枝。やっぱりこのボタン、返すよ
紗枝,……なんやお気に障ってまうことがありました？
Ｐ,違う違う、逆。これをくれたことは凄く嬉しい。俺のことを信頼してくれてるってことだしな。でもやっぱ、あると甘えちゃうしさ。なんだかんだで都合を無視して呼んじゃうってのも申し訳ないし、プライベートってもんもあるし
紗枝,うちは、それを見越した上でお預けしたんよ？
Ｐ,うん。でもこれ以上便利に使っちゃうと、まるで紗枝が俺の使い魔かなんかみたいじゃないか。そういうのは違うんだよな。多少は不便でも、そこらへんを踏まえた上で管理するのがプロデューサーじゃないか。……と、思うんだが……
紗枝,…………。プロデューサーはんはあれやなぁ。つくづく、甘ちゃんいうんかなぁ？
Ｐ,ウッ
紗枝,……ふふっ♪でもまぁ、らしさいうんはそないなとこにあるかもしれまへんなぁ。あい、わかりました。お狐ぼたんは確かに返してもらいましたえ
Ｐ,ごめんな、せっかく作ってもらったのに
紗枝,もぉ、ここで謝るもんやあらしまへんえ？あんたはんは堂々としてはったらええ。うちもな、なんや嬉しいわぁ。せやねぇ。プロデューサーはんは、そないなお人やもんなぁ♪
Ｐ,うん、ありがとう。じゃあ俺はここで失礼するよ
紗枝,♪
Ｐ,……紗枝。窓を開けても外の景色しか広がってない
紗枝,そらそうやろなぁ。今しがた結界術式を解きましたよって、窓を開けたかてどこにも繋がってへんよ？
Ｐ,えっ、何じゃあ俺どうやって事務所帰ればいいの？えっ？
紗枝,まあ普通に出て行って、電車に乗って戻ればええんとちゃいます？ここはもうただの女子寮どすえ？
美玲,サエー？なんか聞こえるけど、誰かいるのかー？
菜帆,お客さんが来てるんですか～？
小梅,も、もしかして……地縛霊……？
輝子,な、なんだか、聞き覚えのある声が、するな……
紗枝,ああ、そうなんよ～。どうしてもうちに会いたいいうて、珍客はんがな～♪
Ｐ,
紗枝,……あ、プロデューサーはん？今夜の夕餉は、まゆはんのびーふしちゅーなんやって。ご一緒にいかがどすやろ？
Ｐ,ｚｚｚ……。う、うーん……うーーーん…………
？？？,起きたまえ。起きたまえよ
Ｐ,ん……むにゃ……
紗枝父,貴君
Ｐ,
紗枝父,どうしたのかね。狐につままれたような顔をして
Ｐ,今まさに超つままれてますが
紗枝父,……安心したまえ、ここは夢の中だ。本物の貴君は自宅でいぎたなく寝こけていよう。いいご身分であることだ
Ｐ,アイドルの親族に夢枕に立たれてめっちゃ嫌味言われるなんてことある？
紗枝父,まずは、娘が世話になっている。そのことに対して一度礼を言いたかった
Ｐ,アッハイそっすか、いやまあその、なにも礼を言われたくてやってることじゃないっすけど。……ええと一つ聞きたいんですけど、こないだ貰ったお狐ボタンについて
紗枝父,小規模だが、小早川家の結界術式の一つの結晶だ。紗枝は妻の助けを借りてあれを作った
Ｐ,そうですか。……良かった。いや、勘当と言ってましたが、なんだかんだ連絡は取り合ってるんだなぁと
紗枝父,それは貴君には関わりのなきこと。あれしきの結界は当家の狐ならば齢二十を数える前にはたやすく形成できるものだ……が……
Ｐ,が？
紗枝父,……つくづく度し難き娘だ。自らの居所を示す要の結界を、よりにもよって人に託すなどとは……
Ｐ,あのすいません、何の話かよくわからんのですが
紗枝父,……狐があれを渡すことの意味を、知らぬと？
Ｐ,本人は日頃の感謝って言ってましたが……
紗枝父,……………………………………
Ｐ,あの、お父さ
紗枝父,貴君に父と呼ばれる筋合いは無い
Ｐ,そこの反応めっちゃ早ぇ
紗枝父,少なくとも私は、貴君を認めるつもりは一切無い。そこは肝に銘じておきたまえ
Ｐ,今さら良好な関係を築こうなんて思ってねーっすよ。だから何の話だ
紗枝父,……私から言えることは以上だ。せいぜい天ぷらにされぬように立ち回りたまえ。では失礼する
Ｐ,えっ何のヒントにもなってねぇ！？ちょっと待って！？夢にしてもこんな半端な……いねえし！！
あかり,Ｐさん？Ｐさーん
Ｐ,あかりんご……
あかり,おはようございますっ。いい光合成日和んご！
Ｐ,眠い……もうちょっと……
あかり,だめですっ！りんご農家の朝は早いんだからっ！
Ｐ,俺は農家じゃねぇーっ！。ふと紗枝と話がしたくなり、お狐ボタンを探してみたが、そういえばあれは返してしまった後なのだった。まあいいか、事務所で会えるだろう。ひとまずあかりんごにお水をあげるとしよう……
紗枝,～♪
美穂,紗枝ちゃん朝からうきうきだね。何かいいことあったの？
紗枝,うふふっ。毎日ええこと尽くめどすえ♪……なぁ、美穂はん？
美穂,？なに？
紗枝,うちはな、みぃんなが幸せになれればええなぁ思とるんどす
美穂,みんなが、幸せに……？急にどうしたの？
紗枝,大したことあらしまへん。みんなが一緒で、家族みたいに……そないなんがずぅっと続いたら幸せやなぁって、それだけのことなんどす。もしもそれがあかんのやったら、美穂はんは美穂はんのええようにしたってください。まゆはんや、美嘉はんも。それぞれ別の考えがありますよって
美穂,……？？？
紗枝,んふふっ。狐の戯言や思て、聞き流してもろてええんよ♪
