モバマスより小日向美穂,たぬき
芳乃Ｖ,お若いそなたーくれぐれも行く先にお気を付けなされー
Ｐ,何か不吉なこと言ってるけど！？
芳乃,そやーっ
芳乃Ｖ,ふがふがー
芳乃Ｐ,あいどるになりなされー
芳乃,そなたの職を継いだわたくしでしてー
Ｐ,顔面に名刺が押し付けられてるゥ！？
芳乃Ｐ,なりなされー理由わけ
芳乃,なりませぬー
芳乃Ω,滅びよ
芳乃,そなたに出会わなかった世界線のわたくしでしてー
Ｐ,それだけでこんなんなっちゃうの！！？。はぁ……はぁ……今どれくらいだ？
芳乃,ようやく半分といったところでしょうかー
Ｐ,お、多いな……日が暮れちまうぞ……
芳乃Ｙ,そなた♡
Ｐ,んん！？声色が一段と甘いが……！？
芳乃Ｙ,そなたは今宵、いつごろ帰られましてー？
Ｐ,え、帰宅時間？いつも通りなら結構遅くなるけど……
芳乃Ｙ,承知いたしましてー。それでは夕餉はそなたに合わせますー
Ｐ,んん？芳乃が晩飯作ってくれんの？
芳乃Ｙ,はいなー♡いつものごとく、腕によりをかけて作りますゆえー♡
Ｐ,お、おう……え？俺んちいるってこと？
芳乃,そいや
Ｐ,ノーコメント強制送還！？
芳乃,次に参りましょうー
Ｐ,ねえさっきの何！？何芳乃だったの！？
芳乃,ふむー……だいぶ減ってきたころでしょうー
Ｐ,はぁ……ふぅ……。も、もうちょっとなんだな？
芳乃,然りー。そなた、もうひと頑張りでしてー
Ｐ,そうか……よしっ。いっちょ気合入れていくか！
Ｐｂ,おう！その意気だぜ、俺！！
Ｐ,…………芳乃
芳乃,はいー？
Ｐ,俺の隣に……俺がいない？
芳乃,たしかに左様でしてー
Ｐｂ,よう兄弟！！元気そうだな！！！
Ｐ,いやお前は誰だ！！？
Ｐｂ,俺の中の俺！！！！！
Ｐ,そういう意味じゃねーよ！！！
芳乃,ふむー……どうやら、並行世界のそなたも紛れ込んでしまった様子ー
Ｐ,俺こんなか！？傍から見てこんな暑苦しい男なのか！？
Ｐｂ,バッカヤロウ！！男たるもの熱くなけりゃどうすんでい！！！
芳乃,これは、ぱっしょん属性のそなたでしょうー
Ｐｂ,いいねぇパッション！！情熱的にいこうぜ！！！！
Ｐ,そういや心なしか黄色いなこいつ
茜,情熱ですか！！！？
Ｐ,遠くから猛スピードで茜が！？
芳乃,かようなそなたも良きものですがー。ここはやはりお帰り願わねばー
Ｐｃ,フ……さあ見せつけてやろうぜ。ファンの心に、決して消えぬ蒼の傷跡を……！
Ｐ,さっきのがパッションならこれはアレか、クールか
凛,ふーん。今日のプロデューサー、いつもよりいい目してるね
Ｐ,呼び寄せられんの早いな凛！
芳乃,こちらもあるべきところへー
Ｐｄ,よーしっ☆今日もたっくさん社畜しちゃいますよぉっ☆
Ｐ,キッッッツい……キュート成人男性マジキッツい…………
？？,ナナはこういう路線もアリだと思いますよぅ！
Ｐ,カフェのウェイトレスさん！？
芳乃,宇宙の果てまでー
Ｐｅ,ﾊｧﾊｧ
芳乃,助平薄型書物時空のそなたでしてー
Ｐｅ,おっぱい
Ｐ,限界野郎すぎる……
Ｐｅ,おしり
Ｐ,こいつ大丈夫なの？ＩＱがミジンコ並になってない？
芳乃,ちのうしすうを捨て去らねば助平には及べぬということでしょうー
Ｐ,我が身ながら見るに堪えねぇ
Ｐｅ,けもの
芳乃,途中からぷれすてに乗り換えたそなたでしてー
Ｐｓ,やっぱＦＦだわ
Ｐ,生かしちゃおけねェェエエーーーーッッ！！！
芳乃,そなたー、殿中にてー。殿中にてございますー
Ｐ,放せっ放してくれ芳乃ォ！！こいつだけはこの手で！！
芳乃,そいやー
Ｐ,グワーッ金縛り！！
Ｐｓ,セガなんてだっせーよなー！
Ｐ,くそう！お前が、お前のようなやつがいるから！！。終わったか？今度こそ終わったな！？
芳乃,しばしお待ちくださいませー……。よしのん・さーちー
Ｐ,何その技！？
芳乃,ほうほう……ふむふむー。どうやら、あまたのそなたとわたくしはみな送還できたようでしてー
Ｐ,ほっ……
芳乃,そなた、すみませぬー。このようなことになるとはー
Ｐ,いや、いいんだ。芳乃が何かしたわけじゃないんだろ？
芳乃,しかしながら、そなたにご迷惑をー……
Ｐ,いいって。そっちこそ、せっかくの誕生日にこんな……。あ、そうだ誕生日だよ！芳乃、誕生日だよな？
芳乃,いかにもー。この世界の芳乃は、七月三日が誕生日でしてー
Ｐ,だよな。うん、色々あったけど、改めて……。誕生日おめでとう、芳乃
芳乃,……ふふ。ありがとうございまするー
Ｐ,ということで、プレゼントを用意してたんだ。ささやかだが……ん？あれ？。………………あ
芳乃,そなたー？
Ｐ,芳乃への誕生日プレゼント……芳乃Ｂに渡しっぱなしだった
芳乃,……
Ｐ,…………
芳乃,…………
Ｐ,……………………
芳乃,今一度、次元を開きまするー
Ｐ,待って待って待って芳乃待って！買うから！新しいの買い直すから！！
向こうから来た……あるいは,いつの間にかいた
