モバマスより小日向美穂,たぬき
芳乃,習うより慣れろ、と申しませー。さっそく実戦に参りましてー
Ｐ,無数のうさぎっぽい変なロボが上陸してくる……！？
芳乃,あれなるは、奇天烈異星人うさみん……地球を征服せんとする侵略型異星人でしてー
Ｐ,地球征服だって！？そんなことを聞かされたら黙っていられないぜ！！
芳乃,そなたなら、そう言ってくださると思っておりましたー。それでは参りませー。よしのんいんぱくと、ごーーーーっ
Ｐ,来やがれえええええええええええ！！！。……はッ！！。ゆ、夢……か…………
あかり,んご？
文香,クロさんは……時に、変わった夢をご覧になるのですね……
Ｐ,ナチュラルにうちに来てるのやめてくれんかお隣の文香さん。鷺沢文香さんは、アシスタント助手としてうちの事務所でバイトしてくれている。獏だ。……何を言っているかわからねーと思うが、まあ、本当に獏だ。夢を喰う妖怪らしい。俺やみんなの夢に興味を持って事務所に入ったらしく、紆余曲折あって、うちのお隣の部屋に越してきた。まあ、なんやかんやあったが、今は真面目に仕事してくれている。ただ…………。じゃあ行ってくるよ。留守番頼むな、あかりんご
あかり,はーい！ばっちりお家を守るんご！
Ｐ,確か、今日は文香さんも朝一からだったはずだが……。念のためお隣に確認取っとくか。文香さん？文香さーん？。そろそろ出勤じゃないか？起きてるかー？。ううむ……外に出た形跡は無いが……？。一応、上司だからな。寝坊は見過ごせないが……。ん？……鍵、開いてる？。……文香さん？。暗い……よく見えん……。間取りは俺の部屋と同じはずだが、なんだこの狭さは！？あちこちに本が敷き詰められて……。ここがリビングのはずだが……にしても暗い……。文香さ……
文香,ふみ
Ｐ,獏ーッ！？
文香,ふみ、ふみ。ふみみ……
Ｐ,……それ何作ってんの？
文香,ふみ？
Ｐ,おはよう
文香,……
Ｐ,……
文香,…………
Ｐ,……………
文香,ふみみーっ！？
Ｐ,おはよう二度目
文香,く、クロさん……いつから、そこに……？
Ｐ,まあつい今しがたではあるが
文香,そ、そうですか……。気付かずに、申し訳ありません……。それにしても……このような、夜遅くに……どうなさいましたか……？
Ｐ,いやもう朝だけど
文香,ふみ？
Ｐ,出勤時間だけど
文香,ふみ
Ｐ,これ時計ね
文香,！？。す、すみません、すっかり編纂に夢中で……
Ｐ,ちなみに何の編纂？
文香,近頃の皆さんの夢と、それらをまとめた事務所の動向の調査書を……
Ｐ,うんまあそれには突っ込まないけども。じゃあまあ、ちょうどいいし一緒に行こうか
文香,なるほど……同伴出勤、というものなのですね
Ｐ,言い方
文香,ともあれ、お声がけいただきありがとうございます。すぐに、支度をしますので……
Ｐ,……何も食ってないの？
文香,……えと、確か……昨日の朝が、最後だったでしょうか……
Ｐ,ほんとに食ってねえな！！
文香,集中してしまうと……つい、食事をおろそかにしてしまうので……。ですが、ご心配なく……。慣れておりますの、で、。……ふみ
Ｐ,う～ん……すきっ腹のまま出勤ってわけにもいかんな。何か食べないと
文香,ぁ……。クロさんの夢を……食べさせていただけるのですか……？
Ｐ,それは無い。また記憶なくすの嫌だし
文香,ふみぃ
Ｐ,うちに何かあっただろうから、適当になんか用意するわ
文香,…………たいへん、美味です…………！
Ｐ,いやまあ、ありもののツナ缶にチーズとか乗っけた適当トーストなんだが
文香,クロさんは、このようにお料理にも造詣が深いのですね……感服いたしました……
Ｐ,それ響子やまゆを前にして言ったらお説教されそうな気がする
文香,……ともあれ……ごちそうさまです。助かりました……
Ｐ,おそまつさまでした
文香,明日も……楽しみにしています……
Ｐ,……えっ俺が飯の世話する流れ？
文香,……食べさせていただけないのでしょうか……？
Ｐ,無垢な瞳！！
紗枝,まぁ、なんや言うてもな？うちかてまだ１５の小娘やさかい
Ｐ,うん
紗枝,親元を離れて暮らすいうんに、ちぃと心細ぉなってまうこともあるんよ
Ｐ,はい
紗枝,せやから、たまぁにな？たまぁに人肌のぬくもりが欲しゅうなるんは、必然やと思うんどす
Ｐ,そうかもしれないな
紗枝,んふふっ。プロデューサーはんやったら、わかってくれはる思とったわぁ♪
Ｐ,いや……まあ、言ってることは正しいと思うんだが。膝の上は仕事がしにくいから勘弁してくれるか
紗枝,うっふふ。い・や・や♪。プロデューサーはんは、うちがお膝に乗るんは嫌やろか……？
Ｐ,嫌かどうかと言われれば、むしろ役得すぎて明日死なないかレベルのアレですけども
紗枝,せやったらええやないのぉ♡。あぁ、この姿やからあかんのやろか？せやったら～……。こんこ～ん♡
Ｐ,オオゥお上品な狐の毛皮とぬくもり……！
紗枝,こん♡
Ｐ,うぅむ……あったかい。確かに、これからの季節とても助かるかもしれん……
紗枝,ふふ♪せやろ？
Ｐ,いや、だからといってこうやって過剰なスキンシップをするわけにはだね
紗枝,いけずなこと言うてぇ。うちのこと、欲しいんとちゃいますのん？
Ｐ,は？ど、どういう意味だ……？
紗枝,だってぇ……ま～だ、お迎えできてへんのやろ？
Ｐ,な、なにを……
紗枝,ふぇ・す・げ・ん・て・い♡
Ｐ,あっあっメタ発言やめてあっあっあっ引けてない
紗枝,ふふふぅ♡図星や～て、お顔が言うてはりますえ～♡
Ｐ,くっ……期間はあともう少し……！！
紗枝,が～んばれ♡がぁ～んばれぇ♡♡
Ｐ,さっきまでジュエルだったものが辺り一面に転がる
紗枝,あやや～……。でも、うちはちゃ～んとわかってますえ？プロデューサーはんが、えらいきばってくれはったこと……。せやから、な？うちがこうやって、ぎゅ～っ♡ってして、労いますさかいに……な？
Ｐ,癒しにしては刺激が強すぎるありがたい
紗枝,ふふぅ♡でもぉ、ほんまもんのうちは、ここにおりますさかいなぁ♡。誰がなんや言うても、どこにも行きまへんよって……♡
Ｐ,あっあっあっ。じゃない、離れなさい
紗枝,あぁん、いけずぅ♡
Ｐ,流石にくっつきすぎだっつーの。限度というものがあるぞ
紗枝,狐の姿やったらええのん？
Ｐ,いいかどうかと言われれば、良くはないが……
紗枝,ふぅ～～～ん……？。最近えろう寒ぅなってきましたよって、こうやって暖を取るんもええんかな～思とったんやけど……。智絵里はんは、どないどすやろか？
智絵里,ｸｰ……ｸｰ……
Ｐ,……智絵里だったら寝てるよ俺の頭の上で
紗枝,あやや。気持ちよさそうやなぁ～♪
智絵里,－ｘ－。・ｘ・
Ｐ,あ、起きた
紗枝,おはようさんどす～♪
智絵里,ﾌｽﾌｽﾌﾝﾌﾝ
Ｐ,ん、もふもふか？ほーれよしよし
智絵里,♡
Ｐ,……それで何の話だったっけ
紗枝,なんやったかなぁ
まゆ,プロデューサーさんとのスキンシップの話ですよぉ
Ｐ,うわぁ！まゆ！？
まゆ,まゆだってもふもふなんですよぅ！！
紗枝,切実な訴えどすなぁ……
智絵里,ﾓﾌﾓﾌ
まゆ,オシラサマは、養蚕の神様……まゆはその眷族であって、蚕の娘ですけどぉ……
Ｐ,翅が生えた
まゆ,たぬきさんとかきつねさんとか、うさぎさんみたいに、全身もふもふの哺乳類じゃないっていうかぁ……。つまり、そのぅ、動物さんが懐くみたいに、くっつけないっていいますか……
紗枝,……せやったら、そのままくっついてもうて、ええんとちゃいますのん？
まゆ,えっ
紗枝,うち、どきますよって。プロデューサーはんのお膝の上は、のーさいど、なんやないかなぁ思いますえ
まゆ,あ、でも、その、まゆ
紗枝,ひょっとして……お膝の上、まだ経験してへんの？
まゆ,はうっっ。あの
Ｐ,はい
まゆ,お、重くありませんかぁ？硬かったりとか……
Ｐ,そんなことはないぞ。快適快適
まゆ,そ、そうですか。なら良かったです……けど……。……あぅ……。まゆ、まゆね、あのぅ。今日、たくさんがんばって。お洒落、してきて。あの、えと。ぷ……プロデューサーさんに、会いたくって。かわいいって、言ってもらえるような……がんばったんですよぉ。でも、えと……。お膝に乗るコーデには、してこなかったので……わかんなくて……
Ｐ,まあ人の膝の上に乗るコーデとか普通は想定しないわな
まゆ,ぅぅう……そうなんですよねぇ……
Ｐ,えっ、じゃあ何？。まゆのこと、可愛くないって言われる可能性を想定してたわけ？万が一にも？
まゆ,あ、ぅ、だって……そうじゃないですかぁ？まゆ、こんなですし……
Ｐ,……
まゆ,…………
Ｐ,………………
まゆ,………………
Ｐ,まゆぅぅぅうううーーーーーーーーーーーっ！！！！！
まゆ,ひゃっ♡ひゃぁあっ♡やぁっやだぁっ♡そんなぁっぅううっ♡まゆはぁっそんなのぉぉぉっ♡
Ｐ,知るかーーーーーーーーーっっ！！！！！
まゆ,あぁああぁぁぁああぁぁ～～～～～～っ♡♡♡♡
周子,お風呂あいたよー
響子,はーいっ。それじゃあ、私たちも入りましょうか！
由愛,はい……♪。女子寮のお風呂はちょっとした大浴場で、十人くらい一気に入れます。だからいつも半々くらいで分かれて、交替で入るようにしてるのです。私、お風呂の時間は大好きなんです。なぜなら……
美穂,ぽこ
紗枝,こん♡
智絵里,♪♪♪
みく,動物混浴温泉……
由愛,ほんわかしてて……素敵です……♪
菜帆,いいお湯加減ですね～♪ぽこ～♪
みく,菜帆チャンも耳と尻尾出ちゃってるにゃ。そ、それにしても……う～ん……
菜帆,どうかしましたか～？
みく,何度見ても、すっごいナイスばでーにゃあ……
菜帆,うふふ～。プニョフワ、してみます～？
みく,あっあっ、やわらかいっ、癖になっちゃうにゃぁ～！！
菜帆,みくちゃんだって、とってももちもちのお胸をお持ちじゃないですか～♪
由愛,わ、わ……っ
菜帆,うふふっ。由愛ちゃんも触ってみます～？
みく,きょ、教育上よくないにゃあ……っ
菜帆,そうだ～。由愛ちゃん、この間のスケッチブックは見つかったんですか～？
みく,あ、そうそう。失くしたって言ってなかった？
由愛,あ……それは、大丈夫です。もう、見つかりましたから
イヴ,そうですか～♪それは良かったです～
由愛,えへへ……ちょっと、恥ずかしいんですけど……。ちょうど、今描いてた人に、拾ってもらっちゃって……
