モバマスより小日向美穂,たぬき
美嘉,この期に及んで何言ってんの！お掃除されるのそんなにイヤ！？
Ｐ,そうじゃない！アイドルが四人も一人暮らしの独身男性宅に入っていいわけないだろ！。ただでさえ嫁入り前のうら若い乙女！最悪、悪徳記者にパパラッチされてフライデーの紙面を飾ることになりかねん！
まゆ,つまり嫁入りしちゃえば問題ないってことですよねぇ？
Ｐ,問題しかねぇ！帰りなさい！こんな男やもめの魔窟に入るもんじゃないよ！
美嘉,ていうかその独身男性宅の玄関先に四人そろって立たせっぱなしの方がマズいと思うんだけど
Ｐ,だから早く解散すればいいんだってばよ！
響子,はぁ、もう。仕方ないんだから……
美穂,響子ちゃん？
響子,どこにしまってたっけ……確かここに……あった♪
Ｐ,あっ
美穂,あっ？
響子,鍵、開けちゃいますからねー
美嘉,え？鍵！？合鍵あるの！！？
Ｐ,し、しまったァ！！
響子,失礼しますっ。ほらほら早く入れてください！
美穂,プロデューサーさん……？
美嘉,……響子ちゃんに合鍵あげてたの？
まゆ,どうして？ねえ、どうして？どうしてなんですかぁ？？ねぇ？？？
Ｐ,いえそれはワタクシもすっかり忘れていたことでして……そういえば前に預けたような預けなかったような……
響子,プロデューサーさんが風邪引いて寝込んじゃった時、色々お世話したんです。その後も必要になるかなーってずっと持ってて
美嘉,どうしてそんな大事なこと言わないの！！！！
Ｐ,むぎぎぎぎ心配かけるかと思っふぎぎぎぎぎぎ
まゆ,いいんですよぉプロデューサーさん。まゆにも合鍵を渡してもらえれば……さあ、さあさあさあ……
響子,ほらほら、それより大掃除始めちゃいますよ。みんな準備してくださいっ！。わ、フライパンほこり被ってる。自炊してないじゃないですか！。も～またペットボトル溜めて……。ちゃんとゆすいでラベルも剥がして潰してっと。あっルンバさん……って全然使ってない！せめて買ったものは有効活用してあげてくださいっ！
美穂,すっごくテキパキ動いてる……さすが……
美嘉,はぁ。じゃあとりあえずお掃除から済ませちゃおっか
Ｐ,助かった？
まゆ,む～……合鍵の件については、のちほどゆぅっくりお話を聞かせていただきますねぇ……？
Ｐ,アッハイ助かってませんね
美穂,ていうか冷静に考えたら、わ、私プロデューサーさんのおうちにお邪魔したの初めてっていうか、男のひとの部屋に入ったこと自体生まれてはじ、は、はじ。わぁぁ……思ったより散らかってはいないけど、なんていうか生活感ていうか、ベッドとかあるし、いつもここで暮らしてるんだよね……
響子,洗濯物溜まってるし……。まとめて洗っちゃいますからねー？
Ｐ,ウッスよろしくお願いしまッス
美穂,せせせせんたくもの！！。こ、こ、これってあれだよね男のひとの下着を干したりってそういう感じのシチュエーションでわわわわわ
響子,美穂ちゃん？えっと、どうしたんですか？
美穂,ぽこァ！？あ、な、なんでもないよ！？
響子,？あ、じゃあリビングのお片付けお願いしていいですか？結構ものが増えてきてるみたいだから
美穂,う、うんわかった。がんばるっ！
美嘉,ふ～～～ん……ここがプロデューサーの部屋なんだ……へぇ～♪。ザ・一人暮らしの男の人って感じ。まあ他の人の部屋なんて知らないけど。私生活は結構いい加減だったりするのかな？まったく世話が焼けるんだから……♪。あ、クローゼットここか。こんな小さなとこに服全部入るの？。そだ。どんな服持ってるのかチェックしちゃおーっと★。まったく同じスーツが十着ずらっと並んでるーっ！！？
Ｐ,ん？ああ、どうせスーツしか着ないんだからそっちの方が便利だと思ってな
美嘉,し、し、し、私服……は……？
Ｐ,とりあえずこれだけ
美嘉,オール無印良品！！
Ｐ,いやまあ、基本ビジネススーツ着てりゃどこいても不自然じゃないし……
美嘉,かりすま
美穂,ああっ美嘉ちゃんが倒れた！？
まゆ,常におしゃれ最前線を走り続ける美嘉ちゃんには、このおしゃれ偏差値の低さが毒になったんですねぇ……
Ｐ,そんなことってある！？
響子,いけないっ、とりあえずどこかに寝かせとかなきゃ！
美嘉,う～～～ん…………スーツが……スーツと無印が迫ってくるぅ……。――――ん、ぅ……あれ？ここは……アタシ、どうして……？。お布団あったかい……枕ちょっと高い……ベッドの中？え？何やってたんだっけ――。！！！！！！！。え！？これ！？ぷろっ、プロデューサーのベッド！？ウソ！？アタシなんでここに寝かされてるの！！？。あ、ていうか意識するとなんか、プロデューサーの匂いでいっぱいで、全身包まれて、あ、あ、ぁ……♡。うそ、うそうそうそっ。これヤバい、やだ、これダメぜったいダメ♡ヤバいよぉ……♡♡
美穂,な、なんかお布団もぞもぞしてない……？
響子,あれ？美嘉ちゃん気が付いたのかな。美嘉ちゃーん？起きてますかー？
美嘉,ね、ねてるぅ……♡
まゆ,起きてますねぇ
美嘉,ああっ！？
響子,良かったぁ、なんともないですか？あ、お布団干しちゃうから手伝ってください♪
美嘉,干しちゃうの！？なんで！？
響子,なんでって……お天気いいし、日が落ちる前にやっとかなきゃって
美嘉,あ、それもそっか……いやでももう少し待ってくれても……
響子,待ちませんっ。ん～、いいお天気♪
美嘉,あっあっあーっ！
美穂,美嘉ちゃんこの中で寝てたんだ……わ、私も同じことしたらどうなっちゃうんだろ……
まゆ,合法的にプロデューサーさんのベッドの中に入るなんて、なかなかやりますねぇ……
Ｐ,トイレ掃除たーのしー！！
まゆ,溜まった洗い物と、ついでに水回りのお掃除も済ませて……。冷蔵庫はここですねぇ。コンセントは……えいっ。これから何度もお邪魔することになるお部屋だもの。どこに何があるか覚えておかないと♡えいっ
美穂,まゆちゃん、それ何くっつけてるの？
まゆ,盗聴器です♪見つかりにくくって、収音性もとっても高いんですよぉ♡
美穂,当たり前みたいに盗聴器仕込んじゃダメだよ！！？
Ｐ,トイレ掃除終わったぞい
美嘉,お疲れー。これどこに置こっか？
Ｐ,ああ、それはこっちの棚に頼む
美穂,変わったものが色々置いてあるんですね
まゆ,ご趣味ですかぁ？このハードカバーなのに何も書いてない本とか……
Ｐ,夜市とかで買ったやつ。それは古本屋さんとこで１０円だったんだよ
まゆ,……本というか、自由帳じゃないですか？
Ｐ,俺もそう思ったんだけど、何書いてもすぐ真っ白に戻っちゃってな
響子,これ、おにぎりですか？ずいぶん前からしまってあるみたいですけど……全然新鮮ですね
Ｐ,茄子さんちからお土産にって貰った。何故か腐らないし、食べても減らないのだ
美嘉,これ何？つるつるしてて綺麗な石
Ｐ,芳乃がお守りにくれたやつ。そのおかげか両隣が火事になってもここだけノーダメだった。出火元はすぐ下の階だったらしいが
美嘉,お隣さんとか全然いないのってそれが理由だったの！！？
美穂,それじゃあ、この植木鉢は……？
Ｐ,それは花屋さんで買った。何の花かは知らないんだけどさ
美嘉,芽が出てる……のかな？
まゆ,ぴょこぴょこしてますねぇ
芽,……
Ｐ,芽が出てるばっかで一向に花が咲かないんだけど、なんか愛着が沸いてな。毎日水をやってるんだ
美穂,へぇ～……
芽,……。…………
まゆ,あら？なんだか……動いてませんか？
Ｐ,え？あ、マジだ！植木鉢ごと震えてる！？
芽,…………！！
美嘉,うそ、咲くの！？今咲いちゃう！？
響子,どんなお花なんでしょうか……！？
芽,………………！！！
美穂,わ、わ、動きが激しくなって……！！
？？？,んごっ！！
美穂,ぽこーーーーーーーーーーっ！！？
響子,きゃああっ！？
美嘉,えええええぇぇぇぇっ！！？
Ｐ,植木鉢から人間の生首がーーーーーっ！！？
まゆ,はふぅ
美穂,まゆちゃーーーーんっ！！
美嘉,おおお落ち着いてみんな！大丈夫っこのくらいなんてことないから！
？？？,ん～……あ、おはようございます！
響子,喋りましたよ！？
韓国のメーカーから発売された,植木鉢から生えた生首
Ｐ,……ええと、それで君は一体？
あかり,辻野あかりです。りんごの精です！
Ｐ,りんごの精
あかり,何か？
Ｐ,いや……たいがい慣れてきたつもりだけど、まだまだ世界は広いなぁと……
あかり,まあまあ。私のことはお気軽にあかりんごって呼んでください！あは♪
美嘉,んご……
響子,お掃除してたらとんでもない子と出会っちゃいました……
まゆ,う～ん……がみんさま……
美穂,そ、それでどうして、植木鉢の中に？
あかり,ええと、山形から来たんですけど、色々ありまして！
Ｐ,色々あったんだ
あかり,色々ですっ。みなさんは何をされてる方なんですか？
Ｐ,あ、自分の経歴今ので全部流しちゃう感じ？細かいこと考えたら負けなの？
美嘉,……ひとまず無害っぽくない？
Ｐ,敵意は感じないな、とりあえず
美穂,うえきちゃんとか、ひまわり星人みたいなものなのかな……
響子,りんごの精霊さんってこういう感じなんですね……
Ｐ,これを一般的なケースと思ってはいけない気がする
美穂,えっと私達はアイドルで、ここはそのプロデューサーさんのおうちで……
あかり,アイドル！？ほえーすごい、都会っぽい！。あれ？アイドルの皆さんがどうしてプロデューサーって人の家にいるんです？拉致？
Ｐ,言うに事欠いて
まゆ,うぅん……まゆは拉致をするのもされるのもＯＫですけどぉ……
美穂,あっ、まゆちゃん！大丈夫！？
まゆ,なんとか……うぅ、プロデューサーさんのベッドに寝かせてもらえるわけではないんですねぇ
響子,お布団干しちゃってますから……
美嘉,お布団……そうだ、アタシら元々プロデューサーの部屋の大掃除に来てて
あかり,なるほどなるほど。男の人のお部屋をお掃除…………。それはお嫁さんのやることじゃないんご！！？
Ｐ,発想が飛躍しすぎだろ！！
美穂,そそそそそうだよっ！およっ、お嫁さんはまだ！まだだからっ！
まゆ,まあ間違ってはないですねぇ
響子,家事全般はお嫁さんにとって大切なスキルですからね
あかり,東京っていうのは一夫多妻もＯＫな感じなんです？
Ｐ,違うよ！初登場なのにエグいブッ込みしてくるなこいつ！！
美嘉,キャラ立ての方向性が貪欲すぎない！？
あかり,光合成～♪
Ｐ,ひとまずあかりんごはベランダでゆっくりしてもらうとして……
美穂,お掃除、一通り終わりましたねっ！
響子,これからは自分でお掃除しなくちゃダメですよ？
Ｐ,いやはや面目次第もない……
まゆ,いいんですよぉ。もしお部屋が散らかっちゃったら、まゆがいつでもお掃除に伺いますから♡
美嘉,あ、お布団お日様の匂いする。ちょっともったいなかったかな……
Ｐ,ともかくありがとう。大したお礼もできないが、お茶くらい飲んでいってくれ。えーと確か貰い物の高級和菓子が……
美穂,あ、お構いなくーっ！……行っちゃった
美嘉,ふぅ。最初ちょっと緊張したけど、結局いつも通りってカンジだったね？
響子,あかりちゃんのことは、さすがにびっくりしちゃいましたね
まゆ,う～ん。せっかくお邪魔できたんですから、もうちょっとカメラなり侵入経路なりを確保していたいところですけどぉ……。たとえばこの本棚の裏なんかは…………あら？
美穂,まゆちゃん？どうしたの？
まゆ,…………本棚の裏にドアがあります
響子,えっ……！？
美嘉,それって……隠し部屋ってこと？
まゆ,いえ、というより、間取り的にもう一室あるのを、棚で無理やり隠してるみたいな……
美穂,そんな、それって……。じゃあ、隠された部屋の中には……？。ぷ、プロデューサーさんの、秘密……！？
まゆ,もしかして、ご実家に関わる何かが……？
響子,まだお掃除の済んでいないお部屋が……！
美嘉,そういえば男のヒトが大抵持ってるアレとかああいう感じのやつ全然無かったけどまさか……！！
まゆ,――入ってみますか？
美穂,ちょっと、見るだけなら……
響子,散らかってるかもですから
美嘉,一応、ね？一応ちょっとチェックだけする感じで……！
美穂,こ、ここは……！？
まゆ,四畳ほどの狭い空間にテレビ、ずらっと並んだ本や何かのソフトに、これは……
美嘉,ゲーム機……？
響子,弟たちが持ってるのとは全然違いますね……
Ｐ,――――ここはセガの部屋だ
美穂,ぽこっ！？
美嘉,せ、せがのへや……！？
Ｐ,俺が実家から持ち出した、あるいは上京後に秋葉原のジャンクショップを巡って買い集め、時には夜市さえ頼ったセガハード……。ＳＣ－３０００から始まりＳＧ－１０００Ⅱ含む。手に入る限り全てのセガハードとソフト、周辺機器に関連書籍を網羅したコレクション！それがこの、セガの部屋なんだ……ッッ！！
まゆ,せが？はーど……？？？
Ｐ,ここを見つけ出すとは……お前達の気持ちはよくわかった。それじゃあ最新機種であるドリキャスから始めようか！
美嘉,やる流れになってる！！？
美穂,最新って、でも確かドリームキャストは２０年くらい前のゲームなんじゃ……
Ｐ,セガが新ハードを温存している限りはこれが最新さ。安心しな、まずは入りやすいところから始めてやるよ。あぁ～！ビジュアルメモリの起動する音ォ～！！
美穂,プロデューサーさんが少年のようなキラキラした目にっ！？
美嘉,ビジュア……？うわコントローラーでっか！え！？何これマイク付いてるの！？
響子,ゲームなんですよね？
まゆ,な、何が始まるんですかぁ……？
Ｐ,シーマン
美穂,人面魚ーっ！！？
あかり,う～ん……。体、生えないかなぁ
周子,あ、おつかれー。プロデューサーさんちどうだった？エロ本あった？
美嘉,アップ……ダウン……アップアップダウン……レフトライトアップダウン……
まゆ,いきなりなりきりヒーロー……おまたーせーさーまでーしーたー……
美穂,１０年早ぇんぽこぉ……
周子,え、何みんなハイライト消しちゃって……なんかあった？
輝子,あ……これは……
小梅,……ヤっちゃった……みたい……だね
周子,ヤった！？一線越えたの！？一気に！！？
美玲,通報か！？ケーサツに教えるかッ！？
輝子,い、いや、違うんだ……これは、多分……
小梅,沼に……引きずり込まれた……
周子,沼！？
Ｐ,いやぁ楽しかったなぁ！昔は周りみんなロクヨンとかばっか持っててさぁ一緒にやってくれる奴いなかったんだよはっはっはっは！！
響子,まったくもう、みんなピコピコばっかりしてっ
Ｐ,すまんすまん、たまの息抜きで勘弁してくれ。今度はいつセガ回やろっかなー！
みく,もう定例化する気マンマンにゃ
周子,てか響子ママ強すぎん？
美穂,あーしたのあおぞらにー……しーろいーはねひろげー……
まゆ,フラーイハーーイ……とーびたーてー……
周子,いや今年最後のオチがこんなんでええんかい
Ｐ,ふぅ……ただいまー
あかり,おかえりなさーい♪
Ｐ,家帰ったら鉢植えの生首が待ってる生活って凄まじいよな。ほい水
あかり,ん～♡
Ｐ,聞いてくれよあかりんご。年末年始のスケジュール管理がもう大変でさぁ
あかり,ふむふむ。年末年始は人間さんも大変なんごねぇ
Ｐ,……あのさ。体生えてきたりはしないの？
あかり,もうちょっと栄養を蓄えたら出てこられるかもですねっ
Ｐ,栄養かぁ。肥料とか買っといた方がいいのかな
あかり,あ、ラーメンあります？
Ｐ,その体でラーメン好きなの！！！！？？？？
