モバマスより小日向美穂,たぬき
Ｐ,ふむふむ……ありがてぇありがてぇ……
ちひろ,どうしたんです、スマホ見て
Ｐ,ああ、響子からＬＩＮＥがあったんですけど――
ちひろ,へえ、良かったんじゃないですか？。にしても、アイドルの手作り弁当食べ比べねぇ～～～～…………
Ｐ,な、なんですかその目は
ちひろ,なんでもないですよー。でも、自分がどれだけ恵まれた立場か自覚して下さいね？
Ｐ,それはまあ、こんなに有難いことはないって思ってますけど……。……改めて考えると役得にも程があるな。後ろから刺されても文句言えない気がしてきた
茄子,大丈夫ですよ、揺り戻しですから～
ちひろ,あら茄子ちゃん
茄子,普段監禁飼育されかけたり幽体離脱したりロボに成り代わられかけたりですから。これくらいは日常の幸せとして、素直に受け止めてもいいんですよ～♪
Ｐ,圧倒的それもそうだな感
ちひろ,毎度思いますけどよく生きてますよね
響子,さて、トップバッターは私っ。一週間の始まりにふさわしい、おいしいお弁当にしなくちゃ！
みく,おはよ～……あっ、響子チャンがお弁当作ってるにゃ！
小梅,今日はお弁当掲示板、誰も書いてないけど……
響子,うん。これはね、プロデューサーさんの分ですから
みく,つくづく羨ましい男にゃ
小梅,本当に爆発しちゃうね……
響子,あははっ、私もこれまで三人に遠慮しちゃってたから……。久しぶりの出番だし、ちょっと張り切っちゃいます！えーっと
みく,！？
小梅,びっしり書き込んだメモ……
響子,昨日の美穂ちゃんのお弁当がお肉メインでまゆちゃんがお魚メイン、美嘉ちゃんはサンドイッチ系……。一昨日はこれとこれとこれで、三日前はこうこうこうで四日前はこうこうこうこう……。悪くない栄養バランスだけど、やっぱり総合すると炭水化物が偏り気味かなぁ。三人の得意料理はこれとこれとこれだから、今後を考えると……。うん、決まりっ！材料もある！昨日のうちに買い出ししといて良かったぁ
みく,が……ガチにゃ！ガチすぎるにゃ！
小梅,栄養士さんみたい……
響子,あなたーにたにたに～♪
Ｐ,実家のような安心感
響子,えへへ、開けてみてください
Ｐ,どれどれ……おっ豆腐ハンバーグ。変わり種だな
響子,たまにはこういうのもいいかな～って。どうですか？
Ｐ,うまい！
響子,良かったぁ♪。……ね、プロデューサーさん。毎日ちゃんとご飯を食べてくださいね？。プロデューサーさんはみんなのお父さんみたいな存在なんですから。いつまでも元気でいて欲しいんです
Ｐ,響子……。……母さん……？
みく,ちげーにゃ
小梅,だいぶキてる……ね……
莉嘉,おねーちゃーん！アタシもお姉ちゃんのおべんと食べたいー！
美嘉,アンタは学校で給食あるでしょー
莉嘉,だってもう夏休みじゃん！
美嘉,……あ、それもそっか
周子,ヘイヘーイ桃鉄しようぜヘイヘーイ！
フレデリカ,ドカポンでもいいよ～♪
奏,ＴＳＵＴＡＹＡのフェアでレンタルが１０本千円だったのよ
美嘉,だからみんな朝っぱらから来てたんだった……
志希,みかちゃんちのくっしょん
美嘉,一人寝てるし。ま、いっか。材料たくさんあるし。莉嘉は今日なんか予定あるの？
莉嘉,えっとねー、アーニャちゃんとカブトムシ捕りに行くんだ！
周子,おねーちゃーん、あたしもお仕事やからお弁当作ったってー
フレデリカ,アタシはオフ！おうちで食べるからお弁当しるぶぷれ～♪
奏,あら、それなら私もお願いしていいかしら？
美嘉,多い多い多い！
志希,みかちゃん
美嘉,近い近い近い！なに夢遊病者！？
Ｐ,何故にやたらでかい重箱
美嘉,断りきれなくて……
周子,うわウマッ！プロデューサーさんこんなんいつも貰ってたん！？
フレデリカ,あ、それならシューコちゃんにはアタシがおべんと作ってあげよっかー？
周子,マジで？フレちゃん弁当どんなん？
フレデリカ,えっとねー、お湯を注いで三分待ったらいつでもアツアツのヌードルが食べられるやつ！
周子,日清の回し者かな？
Ｐ,やっぱりカップヌードルはすげぇよ
志希,ぷろりゅーしゃー
Ｐ,それでいつ起きるのこいつは
奏,プロデューサーさん、そこのお茶を取ってもらえるかしら
Ｐ,激烈マイペースに食うねお前も。はい
美嘉,ま、たまにはこういうのもいいか……。あ、莉嘉からＬＩＮＥだ。……カブトムシ凍っちゃった？
まゆ,――うん、できたっ♪
美穂,わぁ、すごい……！
まゆ,まゆも負けられませんからねぇ。ちょうど水曜日は、週の中日……。辛い水曜日を、まゆのお弁当で幸せな一日にしてあげるんです。そう、まるで日曜日サンデー
輝子,どこかで聞いたことある……な……
まゆ,輝子ちゃん、協力ありがとう。とってもおいしいキノコ料理ができましたよぉ♪
輝子,トモダチが親友の血肉になるなら、本望だ……
まゆ,さて、それじゃあ仕上げに――。おいしくなーぁれっ♡
輝子,おぉお……
美穂,は、初めて見た……！
まゆ,ちょっとしたおまじないです♪想いを込めるのが一番ですから。お料理をおいしくするのはテクニックですけど、最後にはやっぱり気持ちですもの
美穂,気持ちかぁ……
まゆ,それから――まゆのこと、好きになぁれっ♡
美穂,わ、わぁ……まゆちゃん……///
まゆ,うふふっ、これもおまじない♪もう一回、好きになぁれっ。……好きになぁれっ。なぁれっ。好きになぁれっ……好きになぁれっ……まゆのこと好きになぁれっ……はぁ……好きになれっなれっなれっ……はぁはぁ……なってぇ……好きになっちゃいましょうよぉ……はぁっはぁぁっ……ねぇ……ねぇ早くぅっ……なっちゃえったらぁ……っ♡♡
美穂,まゆちゃん！まゆちゃん！？そ、その辺でいいんじゃないかな！？
Ｐ,このお弁当箱なんかすごいズッシリ来るんだけど
まゆ,想いをたくさん込めましたから♡
Ｐ,なにやらピンク色のオーラが……おおっ豪華
まゆ,キノコメインでやってみました。輝子ちゃんのおかげです♪
輝子,食べて食べて、って、トモダチも言ってる……
Ｐ,ほほー、メインはバター醤油きのこパスタ……。しめじにエリンギ、お供にベーコンか。いただきまーす。うまい！
まゆ,良かったぁ♡あ、そうだ。…………そのパスタ、まゆの糸を混ぜ込んでるんです♡
Ｐ,！？
まゆ,うふふふっ、冗談ですよぉ♪……でも、また巻かれたかったらいつでも言ってくださいねぇ？
輝子,親友……まゆさんは手強いぞ……
――女子寮キッチン,早朝
美穂,早起きしすぎちゃった……。まだ外暗いし、芳乃ちゃんも起きてない時間だなぁ。う～～～～ん。レシピは決まってて、材料はあって、あとは作るだけで……。私、他の三人と比べて料理はまだ上手じゃないから……。……ううんっ、作るの！プロデューサーさんにおいしいって言ってもらわなくちゃ！。実家から送ってもらった食材を使って……。それから、菜帆ちゃんオススメのお店の和菓子もデザートに……。できたっ！
智絵里,……ん……ぅ。おしっこ……。まだこんな時間……。あれ？キッチンに電気が……。なんだろ……
美穂,うん、お弁当はこんな感じで完璧だよね！。それと……あ、そうだ。えっと……ね、念のため……っ。おいしくなーれっ、ひなたんビームっ♪。やっちゃった……えへへ。ね、念のためもう一回しておこうかな……？。おいしくなーれっ。もっとおいしくなーれっ。えと。わ、わ……私のこと好きになぁれっ♡。ひぁ、い、言っちゃった……一人でも恥ずかしいぃ……。……。たくさん込めるに越したことはない、よね……？。――好きですっ。はぁ……はぁ……よし、仕上げにもう一か。……ガタッ？
智絵里,
美穂,
智絵里,
美穂,。…………ひょ、ひょっとして見
智絵里,なにもみてないですウサ
美穂,うさ！？
智絵里,ご、ご、ごゆっくりどうぞ～っ！
美穂,あああっ智絵里ちゃん待ってぇ！これは誤解ぽこ～～っ！！。ぷぷぷプロデューサーさんっ！どうぞっ！
Ｐ,ありがとう。すまないねぇいつもいつも……
美穂,それは言わない約束ですっ
Ｐ,それじゃ、さっそくいただきます……と言いたいとこだが
智絵里,・ｘ・
Ｐ,……智絵里がなんとも言いがたい顔で見守ってるのは何？
美穂,な、なんでもないと思いますっ
智絵里,＊・ｘ・
Ｐ,赤面したんだが
美穂,ち、智絵里ちゃん大丈夫！？熱でもあるのかなっ、あは、あははっ！
Ｐ,――お、このおにぎりの具……
美穂,えへへ、高菜ですっ
Ｐ,うんうん、うまいうまい。味が染みててシャキシャキで……
美穂,阿蘇の高菜は香ばしくておいしいんですよ！
Ｐ,こっちは刻んだ辛子蓮根？ツンと来て歯ごたえがあって……あれ、具が緑色だ
美穂,それ、最近できた三色辛子蓮根の一つなんですっ。緑色はわさびも練り込んでるんですよ！
Ｐ,おお。こっちはスタンダードの黄色で……このピンクは、カレーっぽい風味がある！
美穂,ピンクのは色んなスパイスを混ぜた、さくら蓮根ですっ
Ｐ,うめー！おにぎりうめー！
美穂,えへへっ……♪
Ｐ,智絵里がめっちゃ気にしてる
美穂,えと、智絵里ちゃんも食べる？私も分もあるから分けっこしようよ！
智絵里,あ、えへ、えへへ……いただきます……♪
Ｐ,ふぅ～～～～……。ん～～～～っ、と。…………ハンバーガー食いたい。あの油と糖たっぷりで、健康にはとてもとても良いとは言えない……。なんならそんな美味いもんでもない、この歳でたらふく食ったら普通に胃もたれ確定の……！。そんな味が……何故か無性に恋しいッッ。あんなにおいしい弁当を食べながら、体は破滅を求めているのか……！？
？？,目覚めたみたいだねプロデューサー
Ｐ,は……この声は！！
加蓮,ジャンクフードは心の栄養。だよね？
Ｐ,ポテトの使者が来やがった！なんて頼もしいんだ！
加蓮,健康にいいものをバランスよく食べる……それも大事なことだよ。でも時には、思いっきりジャンクなもので体を侵したい時もある……。体に良いものと悪いもの。両方を血肉にするのが真の健康でしょ！
Ｐ,地上最強の生物みたいなこと言うなお前。けどおおむね同意だ！ヒャッホー行くぜマック！
加蓮,メガポテト分けっこしよー♪
Ｐ,ぐへへ食っちまったぜメガマック
加蓮,夜食のポテトはやっぱり格別だよね～♪
Ｐ,フゥ～……不健康ムーブを堪能したことだし、スタドリ飲んでもう一仕事
響子,おいしかったですか？
Ｐ,
加蓮,
Ｐ,や…………やあ響子、奇遇だな。こんなところで何し
響子,ポテトとハンバーガー。おいしかったですか？
美嘉,……って加蓮までいるじゃん！もー、こんな時間に何してんのさ！
Ｐ,空から美嘉が！？
美穂,むぅ～～～っ、二人とも……！
加蓮,ちょっと待って、どうして場所がわかって……！？
まゆ,愛する人の私物には発信機を……。恋する乙女の基本です♪
Ｐ,そんな基本聞いたことない
加蓮,あホントだ、プロデューサーのジャケットになんかついてる
Ｐ,
響子,……食べたい気持ちはわかります。だけどよりによってこんな時間に、あんなものを……
Ｐ,ちょっ待、待てってみんな、な？ほら加蓮からも何か言って……
加蓮,――――死ぬ時は一緒だよ？
Ｐ,泣きゲーのヒロインみたいなこと言ってんじゃアアアーーーーッ！！
響子,来てくださいっ！もうっ！今からお説教ですっ！！
楓,ボーナスステージ！！
Ｐ,ウワーッ酒飲みが来た！！
楓,まあまあＰさん、まあまあまあまあまあ
Ｐ,残業中残業中！アイムインザ業務！！
楓,米焼酎と日本酒ありますけどどっちがお好みですか？
Ｐ,事務所事務所！ヒアーイズオフィス！！
茄子,ボー茄子と聞いて来ました～♪
Ｐ,駄目だもう手に負えねぇ！！。あきらめた
楓,いいことです
茄子,激流に身を任せ同化するのも大切ですからね～
Ｐ,仕事はもう切り上げるとして、事務所で酒盛りとか完全アウトだから一杯だけですよ。まったくもう……ただでさえ響子にこってり絞られたってのに……
茄子,うふふ、お弁当おいしいですか？
楓,たまには飲んで、肝臓ちゃんを働かせてあげなきゃいかんぞう♪
Ｐ,飲まないのが肝臓一番喜ぶんですけどね
楓,まあまあ。今日は、おつまみになるものを作ってきたんです
Ｐ,作っ……え？楓さんが？
楓,ええ、主には♪心配しないでください、そんなに重いものではありませんから
Ｐ,――あ、うまい。これ魚の佃煮ですか？何のです？
楓,これですか？テレスコです
Ｐ,テレスコ。……えーっと、じゃあこっちの練り物は
楓,それはステレンキョウ。こっちはホホラ
Ｐ,ステ……ホホ……
茄子,そうそう、スーパーにイキのいいクグルクツがあったんですよ♪
楓,もうそんな時期ですものねぇ
Ｐ,どういうスーパーですか？異界にあったりしません？
茄子,まあまあ、はいどうぞ。このヒヒリヒツ、とってもおいしいんですよ♪
Ｐ,…………え、ちょっと待って、俺今何食わされてんの！？
楓,おいしいですか？
Ｐ,うまいですけど！？
茄子,ああそうだ、今日はとってもおいしい寿限無が釣れたんですよ～♪
楓,まあ、今の時期にぴったり！ほらほらＰさん、これとってもおいしいんですよ♪
Ｐ,ちょっ待、何その、俺は何を食わされ、ああウマッ、アアーーーーーーッ！！！
