橘ありす,おはようございます
フレデリカ,Heartさん？
心,発音良すぎだろ☆。で、なになに？結婚式って聞こえたけど？
フレデリカ,フレちゃんがね！はぁとさんのウエディングプランを考えてあげるよ！
心,マジか！！！相手は見つけてくれるの？
ありす,さっきから最低限の努力をプランナーに託すのやめましょうよ
心,とはいえ、結婚式かー……
フレデリカ,前にブライダルのお仕事やってたよね？えっと……シロクマ？
ありす,白無垢です
フレデリカ,そっちかー
心,あの時は和風だったけど、ウエディングドレスも憧れるよなー☆
フレデリカ,じゃあ衣装はウエディングドレスで！香典返しはどうする？
心,引き出物だろうが☆
ありす,いい加減”婚”と”葬”の混同やめましょうよ
心,やっぱりぃ～、2人の顔と名前が入ったお皿とか？
ありす,一番いらないやつじゃないですか
フレデリカ,使いずらいね！
ありす,捨てるわけにもいきませんし
フレデリカ,別れたらどうするの？割る？
心,オイオイオイオイ！！！。なんだなんだ若人は夢がなくてはぁと困っちゃう☆
ありす,いえ、現実的な話を……
心,じゃあはぁとのライブDVD総集編5枚組
ありす,即刻転売されそうですね
心,ありすちゃん、はぁとに恨みでもあるのかな？
フレデリカ,じゃあ引き出物は置いておいて、次いこ！入場曲！
心,WeAreTheChampions
ありす,格闘技ですか？
フレデリカ,赤コーナー！”孤独の花嫁”佐藤心～！！！
心,うおおおおおお！！！って誰が孤独だっつーの！！！！！
ありす,帰っていいですか？
フレデリカ,ありすちゃんは早くWeAreTheChampionsを歌って！
ありす,嫌ですけど！？
フレデリカ,盛り上がってきたね！
心,これが結婚式じゃなければな☆
フレデリカ,あとは何を決めればいいの？
ありす,もはや聞いちゃってるじゃないですか……
心,そうだな～……あ！料理とか決めなきゃじゃない？
フレデリカ,確かに！
ありす,それこそ、フランス料理のコースだなんて定番ですよね
フレデリカ,ご一緒にポテトはいかがですか！？
ありす,この世界はファーストフードが幅を利かせすぎているのでは？
心,しっかし、最近の結婚式の料理は凝っててびっくりしたぞ☆
ありす,参加されたんですか？
心,……この歳になるとな、1年に、多いと5人とか6人とか、地元の友達から招待状が届くわけよ……
ありす,目が……
心,ま、ご祝儀だって安くないし、できるだけ豪勢な料理でもてなしたいってのは理解できるかな☆
フレデリカ,はたして自分がもてなす機会は来るのか……！
ありす,なんで煽りました？
フレデリカ,あ！招待状！誰に送るかも考えなきゃね！
ありす,確かに、事務所の全員を呼ぶわけにもいきませんね。地元にだってご友人がいるでしょう
心,う～ん……難しいとこだな～
ありす,とりあえず大人組ですか？
心,あとは千鶴ちゃんとか来てくれんかな～？ってか断られたら凹む☆
ありす,流石に来てくれるでしょう……
フレデリカ,今電話で聞いてみたらー？
ありす,予定もないのに来てくれるか聞くんですか？おかしいですよ
心,”予定もないのに”って地味に喰らうぞ☆
フレデリカ,後は、花嫁さんからお父さんお母さんへのお手紙って泣けるよね！
ありす,プランニングとかもう関係ないですよね。みんな通る道ですよ
心,まー、はぁとも両親には超多大なる心配をかけてるしな☆
ありす,結婚できずに泣かせるんじゃなくて、結婚して泣かせてあげてくださいね
心,さっきからトゲがエグい☆
ありす,あ……ごめんなさい……、で、でも心さんは黙っていれば美人さんなので、きっと素敵な人が見つかりますよ
フレデリカ,あんまりトゲが抜けてない！
心,じゃ、そろそろはぁとはお仕事だから☆
ありす,そうですか、お気をつけて
フレデリカ,結婚の予定が出来たら教えてね！
心,おうおう！そん時は祝ってな～
フレデリカ,じゃーねー！
ありす,……
フレデリカ,……
ありす,？
フレデリカ,はぁとさんと結婚したいって人、けっこう多いと思うけどなー
ありす,……まあ、あの距離感が心地いい人はいるかもしれませんね
フレデリカ,なかなか素直になれない人とか、ああやって距離をぐいーって近づけてくるタイプに弱そう！
ありす,あとは、あまり自信が持てない人も、心さんは相手を褒めるのが上手いですから。相性がいいかもですね
フレデリカ,居場所がなかなか作れない不器用さんも取り込む強さがあるね！
ありす,……
フレデリカ,……
ありフレ,千鶴さんちゃん
フレデリカ,とうちゃーく！
ありす,えっと……、どうして衣装室に？
フレデリカ,ナイスクエスチョン！やっぱり、お仕事は気持ちから！実際に花嫁衣装を見て、モチベーションを上げちゃおう！ってね！
ありす,フレデリカさんはブライダルのお仕事、まだでしたっけ
フレデリカ,今はまだその時じゃないみたいだね！ありすちゃんはやったことあるもんね？
ありす,まあ……そもそも小学生に花嫁衣装のお仕事はおかしいって言ったんですが……
フレデリカ,あんなに可愛かったのにー？
ありす,あ、ありがとう……ございます……
フレデリカ,その時の衣装も残ってるかもね！じゃ、たのもー！
ありす,相変わらずノックをしない
新田美波,あ！ありすちゃんとフレデリカちゃん！
ありす,ああ、先客でしたか、お疲れ様で……す……み、美波さん……？
フレデリカ,！！！
美波,ふふっ、ちょうど衣装合わせだったの
ありす,ウエディングドレス……！き、きれいです……！
美波,ありがとう♪でも2人とも、早かったのね？
フレデリカ,へ？
ありす,早かった……？
美波,あれ？連絡を見て来てくれたんじゃないの？
ありす,れ、連絡……？
フレデリカ,あ！ホントだ！メッセージ来てる！
ありす,わ、私もです……！ごめんなさい、見ていなくて……
フレデリカ,フレちゃんがありすちゃんを連れまわしてたから～
ありす,まったくです
フレデリカ,……いっさい守ってくれない！！！
ありす,でも、どうして私たちに連絡を……？
フレデリカ,自慢かなー？
美波,ち、違います！今回のお仕事、2人も一緒にってお話なの
ありす,え……
フレデリカ,あれ？フレちゃんも？
美波,もちろん！私は衣装が早めに届いたから先に合わせちゃったけど、すぐに2人のも届くはずって
フレデリカ,……へー♪
ありす,嬉しそう
美波,嬉しそうね
フレデリカ,じゃ、美波ちゃんはどんな結婚式にしたい？
美波,え？どうして？
フレデリカ,だって今日のフレちゃんはウエディングプランナーだもん！
美波,ああ、今日はそうなんだね。お疲れ様
フレデリカ,ねぎらわなくっていいから～
美波,そうね……でも、私は特別な演出とかはいらないかな
フレデリカ,ありすちゃーん……美波ちゃんがお前は必要ないって……
美波,い、言ってません！！！
ありす,よくこっちに振りましたね
美波,逆にフレデリカちゃんは、どんな結婚式にしたい？
フレデリカ,えー？ヒ・ミ・ツ♪かな～
ありす,他人には散々聞いていたのに
フレデリカ,強制はしてないよー？
美波,2人は仲良しだから、お互いの友人代表のスピーチを任されたりしてね？
ありす,わ、私の友人代表が……！？恥ずかしい……
フレデリカ,フレちゃんはありすちゃんにスピーチしてほしいよ？
ありす,普段からの恨みつらみを言えばいいんですか？
フレデリカ,か、語るほどの恨みつらみが……！？
ありす,と、とにかく！存在しない結婚式の予定なんて考えても仕方がありません！
フレデリカ,えー、ご紹介に預かりましたー、ありすちゃんのお友達代表の、高〇純次です！
ありす,明らかに滑りそうなシミュレーションやめて！！！
フレデリカ,ありすちゃんとフレちゃんの出会いは、今から40年ほど前だったでしょうか……
ありす,私52で結婚するんですか！？
フレデリカ,最後にこれだけは言わせてください。離婚したらご祝儀返してね
ありす,最後までろくでもないんですが！！！
美波,仲良いなあ……
フレデリカ,ちなみにありすちゃんが今日の最初に結婚しましょう！って返してれば、フレちゃん攻略！ありフレた幸せルート！に入ってたんだよ！
ありす,知りません！！！
