大泉洋,こんな見たこともないロボットに乗ってさっきの化け物と戦えだって！？冗談じゃないよぉまったく
大泉,こんなのあれだよ！？ロー入っちゃってウイリーさなんて言えないぞ！？なんかの拍子にポキなっていったら！
藤村,いやでも大丈夫でしょう、うん！大泉さんなら大丈夫です！
大泉,そうかい？
藤村,と言うよりアレだよ？行かないと大泉さんの子猫ちゃんたちは満足しないから
大泉,あぁ～そうだったそうだった忘れてた
藤村,あれなんだから、子猫ちゃんたちは首を長くして大泉さんの勇姿を待ってるんだから
大泉,そうだね、乗らないとね
藤村,ここでビシィッと決めないと
大泉,そうだねぇ～…よぉし！乗るか！！
藤村,あ、じゃあこれアレね、頭につけるやつね
大泉,頭につけるやつって…名前くらいあんだろ！？ほんっとに適当だな君は。てかなにこれ？二個もつけるの？
藤村,いえ、もう一つはミスター用です
大泉,えっ！？ミスターも乗るの！？
藤村,ミスターはねぇ赤、赤色の機体に
大泉,え？だってさっきカメラ持たねえとか言ってたじゃん
鈴井,そりゃ僕ものるんだもの、カメラなんて持てないよ
大泉,てかその時にミスターが乗るとかも言っとけよなぁ…なんでこう小さい事まで隠そうとするかね君たちは…
藤村,いやね、正直馬鹿に一々説明するのは疲れるんだよ僕も
大泉,あぁ！？なんだ！？
藤村,分かったからもう乗れよ
大泉,乗れよじゃねえよぼかぁ…
藤村,あ！ほらほらもうミスター乗ってるって！！大泉さん早く早く！！
大泉,ったく……絶対明日はお前を乗っけてやる！赤ヘル準備しとけよ藤村君！
藤村,えぇ～現在時刻は朝の6時です、大泉さんどうです？乗り心地は？
大泉,どうですじゃないよ！変な液体に溺れてんだよこっちは！！中に水入れられた時は死ぬかと思ったんだぞ！！
藤村,いやでも今は苦しくないでしょ？
大泉,苦しくないでしょ？じゃなくてさぁ、なんで君たちそういう大事な事事前に言っとかなかったの？
藤村,いやあごめんごめん、忘れてた
大泉,みなさん聞きましたか？このヒゲは人の命に関わることを忘れてたの一言で済ますんですよぉ？
嬉野,てかさ、あれは俺にも言っといて欲しかったよ、ピンカメラ使えなくなっちゃったじゃん
藤村,あぁそうですねぇ、あのピンカメラやっぱり水はダメだったみたいですねぇ
大泉,これだもんなぁ…何をするにも段取りが悪いと言うか計画性がないと言うか…だいたいこの企画もおかしいよ！？こういうことは普通訓練を受けたパイロットがすることなんだからさぁ
藤村,大丈夫ですって大泉さんなら
大泉,君ねぇ…僕をね？大泉もおだてりゃ木に登るとか思ってるのかもしれないけどね？僕だって馬鹿じゃないんだ、さっきからずっと僕をたいした根拠もなく上げてるけど、バレバレなんだぞそういうの！
藤村,あはははははははは！！！ばれてますか！！
大泉,バレバレだよ！！なんでか知らないど今僕はコレに乗せられてるけども、今にも降りたいよ僕は！？あと何分かで地上まで高速で登るんでしょ！？それですら怖いもん
藤村,でもあれだよ大泉？ミスターは君と同んなじ状況にも関わらず落ち着いてるよ？
大泉,ミスターもおかしいって！いいのかい？こんなわけもわからないものに乗せられてさあ、下手したら死ぬんだよ？僕ら
鈴井,まあでも今まで死にかけた旅は山ほどありますからねぇ
大泉,山ほどあるって…今回は死にかけるのレベルが違うって！！もうだってこんなの旅でもなんでもないよ！？ただの特撮戦闘ロボモノだよ！？
鈴井,まああれは特撮だから死にませんけどね
大泉,死にませんけどねって呑気に言ってるけど本当分かってるのかい？僕らは特撮じゃないんだぞ？今回ばっかりは死ぬぞ本当に！
藤村,は～いお二人さん、射出まで20秒だそうです
大泉,やべぇ
藤村,………はい5、4…。あはははははははは！！！！なんか凄い勢いでははははは！！！登ってったぞお！！
大泉,3！2！1！ゼロゴー！！！
嬉野,これ俺たちはどうやって上まで行くの
藤村,あの～ね、変なエレベーターみたいなの
嬉野,まさかあんな感じじゃねえだろうな？
藤村,いや僕らのはね、もっとゆっくりしたやつだって
大泉,おおい、外出たぞおいおい
藤村,え！？もうついたの！？
大泉,そりゃあんな速さで登ったらあっという間よ
鈴井,もうね、お尻がシートに埋まるんじゃないかってくらいにケツに力がかかるの
大泉,そうだよ、俺なんて上から下に潰れるかと思ったもん
藤村,でもあれでしょ？変な液体の中だし大丈夫だったでしょ！？
大泉,それでもなまら怖かったよ！！君らが下で高速で登ってく僕らを笑ってる時に、こっちは必死になって重力に耐えてたんだぞ！？
藤村,あぁちなみにね、僕らは上出るのに5分ほどかかるそうです
大泉,なんだよ！じゃあ俺たち早く出た意味ないじゃないの！俺もそっちに乗せろよ！
藤村,仕方ないでしょ？葛城さんがそう言ったんだもん
大泉,それでもなんか方法あったでしょ？別に上で乗り込むとか…
鈴井,おいおいなんだよアレ！？
大泉,なに！？どうしたミスター！？
藤村,どうかしましたかミスター！？
鈴井,ん～なんかね、デッカいのが山の方にいる
大泉,うっわ本当だいるってあの化け物！！ほらさっきのだよ！！！
藤村,あれもう見つけましたか！？
大泉,見つけましたかじゃないって！いるんだよあそこに！！
鈴井,うわめっちゃこっち見てるぞ
大泉,おほほほほ見てる見てる、てかこれなにどう動くんだ！？これ下手に動いたらコケるって
鈴井,とにかく場所変えましょう？
藤村,あ～今葛城さんから無線で、安全なところに逃げて下さい、だって
大泉,いや無理無理無理無理無理だって！これ逆に動いたらこけて身動きとれなくなるって！！
鈴井,大泉さん歩いて歩いて！
大泉,こんなの歩くったって、こっちは右も左も分からないんだからさぁ！あ、こうか
藤村,え～、我々はあと二分ほどでそちらにつきます
大泉,二分って…もうその時には僕らそこにいないぞ？どっかに隠れてるぞ？
鈴井,とりあえずあの建物の陰とこまで行きましょう
大泉,なんか武器とかないのこのロボット！？
鈴井,分からないけど、これあのデッカいのって、なんか撃ってこないよね！？
大泉,知らないよそんな事！！本人に聞けばいいだろ！！
鈴井,聞けるわけないだろ、でもこれあれだよ？あいつの攻撃食らったら多分めちゃくちゃ痛いよ？
藤村,あ、そうか！二人はロボットの痛みが繋がってるんだった！
大泉,なにを改めて認識してるんだい！？ぼかぁね、さっきから瓦礫やらなんやらを踏んでるから足裏痛いよ？このロボットの大きさじゃ車とかもよけるの大変なんだぞ？それを踏んで痛いんだってんだ！
藤村,そうでしたそうでした！！
大泉,そうでしたじゃねえよ！！お前絶対明日はコレに乗っけてやるからな！それでお前の機体にレンタカーで足首小突いてやる！
藤村,そうなったらあれだぞぉ？僕は君を踏むぞぉ？こうプチっと
大泉,あぁ～なるほどね…お前明日は生身で地下から射出させてやる
藤村,んふぬはははははは！！！！！
大泉,一歩踏み出すのも難しいくらいにして地上に出してやる
藤村,あはははははははは！！！！…そーかいそーかい、じゃあ僕は今の内に君の機体を小突きに行けばいいんだね？
大泉,あっははは！！！おまっ！バカ言え！！遊びじゃねえんだぞ馬鹿野郎！！
鈴井,大泉さん大泉さん！ちょっと！あいつけっこう近づいてないすか！？
大泉,え？あ、本当だわ…えっ？えっ！？ヤバイって！！死ぬよマジでこれは！
藤村,僕ら今出ました、あぁ～結構近いね、逃げた方がいいって！
大泉,今更出てきてなんだあのヒゲは
藤村,あぁ～あっ！！動いてる動いてる！！！早い早い早い！！！大泉さん逃げっえ早くしろって！！！
鈴井,あー来てる来てる早い早い…あ、すげぇ早い！！
大泉,おいあぶねぇって！来てるって俺歩けても走れないって！！。なにこれぇ！！あぶないよこれはぁ｣ﾃｰﾃｰ
藤村,違うの本当はこっちに行くべきだったんだって！！｣ﾃｰﾃｰ
鈴井,来てる来てる来てる！！あっやばい目会った｣ﾃｰﾃﾚﾃﾚﾃｰﾚｰ
大泉,もうね、僕は一生恨むよ藤村君を
藤村,ビビるなって！前行け前！！
