ＦＷＤ,ｱｻﾙﾄｺｱｱｻﾙﾄｺｱｱｻﾙﾄｺｱｱｻﾙﾄｺｱｱｻﾙﾄｺｱｱｻﾙﾄｺｱｱｻﾙﾄｺｱあばばばばばば
デスガイド,知ってた。案の定ホーネットビット規制されてんじゃないデスか。レイちゃん無しでトークンが機体に乗って戦ってるのは流石に草生えるデス。列強国(他デッキ)に機体だけ取り上げられて悪用されてたのでちゃんとレイちゃん本人が機体を使えるようにしていきたいデスね。残当デス
エレクトラム,俺！リンクモンスター！今推さなきゃいけないカード！制限ってそんな！
アストログラフ,まぁ、俺は無理だとは思ってた
調弦の魔術師,リンク召喚は例外
デスガイド,アストログラフ・マジシャンと調弦の魔術師、そしてヘビーメタルフォーゼ・エレクトラムと、魔術師におけるキーカードが粉砕☆されたデスね。大暴れしてたから仕方ないデスね。でもまぁ、魔術師は某お前如きが勝てると思うなさんの絶大な主人公パワーを受けてるからサーチが豊富デスからねぇ。別に制限でも、手元に持ってくるのはそこまで苦労しないと思うデスよ。案外、これで調度良い感じになったんじゃないデスかね？。それと、ヘビメタはそもそもペンデュラムテーマの汎用カードみたいなもんですから規制は遅かれ早かれだったと考えるしか無いデスね
ハリファイバー,汎用カードなら当たり前だよなぁ？
デスガイド,……。…………
ハリファイバー,何だよ何見てんだよ
デスガイド,…………ハァー
盆回し,制限とか……送り付けフィールドの存在意義が消滅した……
デスガイド,テラフォに続き盆回しまで……。フィールドサーチ魔法フルボッコじゃないデスか
ポップルアップ,フフッ
終焉の地,ヒーローにはヒーローの戦う舞台ってのが
デスガイド,お呼びじゃねえ帰れデス。相手依存の発動条件使う位ならメタバース使った方がマシデス。売り終わったテーマに対する規制は容赦無いのデス。魔術師よサラバデス。これ以上規制されないけどたまに環境に顔を出すような良い感じのポジションに収まる事に期待してるデスよ。はーい、残念ながら今回も禁止カード出ちゃったデスよー。しかも今回は３枚デス。…………
マジエク,おい、何か喋れよ
デスガイド,いや、今更感こそあれどお前に関しては何も言う事無いデス
ワイト,ワイトもそう思います
デスガイド,ドグマブレードとかいうＧＸ後半位の時代からお前、何度も何度も何度も何度もワンキルエンドカードとしてぶっぱ続けて来たじゃないデスか。とばっちりでも何でも無いし、やっとかとか、ああ遂にかって感想しか出ないんデスけど。まぁアレデスよ。残骸爆破辺りに席を譲って後世を見守って欲しいデス
ｷｬﾉﾝ･ｿﾙｼﾞｬｰ＆ﾄｩｰﾝ･ｷｬﾉﾝ･ｿﾙｼﾞｬｰ,ぐああああああぁぁぁぁぁぁぁぁぁ！！！
デスガイド,天罰！。カタパルト・タートルと双璧を成すであろう元祖射出モンスターが禁止になってしまったデスよ。これが絆の力デス。普通にＡＢＣとして戦っておいて、唐突にこの無限ループバーンで殺してくるとかいう理不尽極まりないデッキだったデスね。ＡＢＣ自体が普通に戦闘能力あるから、例えこのループコンボが出来なかったとしても真っ当に強く動く辺り、以前の植物リンクと同じ臭いしかしないデスね。アサルト・コアでアサルト・コアが回収出来るのとＦＷＤの効果が全て悪いデス。……って言うか、キャノン・ソルジャーを殺した所でこの無限ループギミックは普通に生きてるデスよね？。つまり、拳銃を二丁壊しただけで弾丸自体は生きてる訳で。この弾丸を発射出来る拳銃を用意したらそれで元通りな訳で。あれ？ＦＷＤが死ねばキャノン・ソルジャーが死ぬ必要無かったんじゃ……？
カタパルト・タートル,うわあああああ
メガキャノン・ソルジャー,やばいいいいいい
アマゾネスの射手,私は大丈夫なんだよね！？！？そうだよね！？ね！？
デスガイド,……
アマゾネスの射手,ちょっとぉ！？何で目逸らしたの今ァ！？
デスガイド,この中で一番ヤバいのは射手なんデスよね……インヴォーカーでフィールド直行出来るのはヤバいデス。今後が楽しみデスね！！！。援護射撃したら天罰食らった後に自律行動ユニットで蘇って欲しいデス。導爆線といい爆導索といい、色んなカードイラストに映ってる愛され系射出モンスターデスけど、禁止になったもんはしゃーないデスね
ｷｬﾉﾝ･ｿﾙｼﾞｬｰ,遺言状！遺言状じゃないか！！
遺言状,お前……！そうか、お前もこっちに来てしまったんだな……
ｻﾝﾀﾞｰ･ﾎﾞﾙﾄ,何かすげー懐かしい奴が来たな
心変わり,本当、何時以来でしょうね
八汰烏,ｶｰ
デスガイド,さて、ここから折り返しなんデスが……。……今回、準制限及び無制限になったのが全部微調整緩和組みなんデスよね……。あんまり、話す事無いデス
おじさん,ネフィリム返して
ネフィリム,ただいま
おじさん,ミドラーシュ返して
ミドラーシュ,ただいま
おじさん,やったぜ。はようクソまみれになろうや
ネフィリム,ホモは勘弁。私は女性が好きなので
ミドラーシュ,！？
デスガイド,ネフィリム、ミドラーシュ、双方共に準制限へと緩和されたデスね。他にもエクストラに積まなきゃいけないカードの数考えたら、ネフィリムミドラーシュを３積みとかしてるスペースなんざ残ってないデス。どうせガチのみならずファンデッキだって大抵のデッキはエクストラデッキの中はキッツキツデスよ
０帝,せやろか
デスガイド,シャドール融合体も両方準ならもうほぼ完全釈放同然デスよ。ここまで来たらもう近々無制限デスね
おじさん,デスガイドちゃんの中はキッツキツだって！？！？！？
デスポリス,0時8分、セクハラの現行犯で逮捕デース
おじさん,流石だよデスポリスちゃん。だけど僕もまた、KONMAIに踊らされた犠牲者の一人にしか過ｇ
デスポリス,それから、時間になっても中々来ないから顔出しに来たデース
デスガイド,時間？
運命の火時計,終焉のカウントダウン
デスガイド,！。クリッターさんとの待ち合わせに遅れるデス！！。こっからは巻きで行くデスよ！！！。SPYRAL、思ったより緩和早かったデスね。リンク召喚じゃなくてちゃんとシンクロに励むんデスよベイマックス。残当デス、そのまま無制限いっちゃいそうデス。サイキックの汎用カード緩和は興味深いデスね。もうクリスタルウィングするなよデス。良いデスね、順調に影霊衣緩和されてるデスね。儀式はEXゾーン無関係デスからリンクの嵐に負けずに頑張って欲しいデス。お前はロンファ同様反復横飛び常習犯として今後も注視していくデスよ。メタビートの手札増強手段が帰ってきたデスね。真竜のエースがサヨナラしてるから、これ位はまあ。以上！終わり！解散！閉廷！デス！。そんな事より重要な事ってあると思うんデスよね。オラ！お前等纏めて降りろデス！！。ヘイタクシー！待ち合わせ場所まで直行頼むデス！
バス,俺はタクシーじゃなくてバスだよ
チャーミング,いらっしゃいませー
デスガイド,おーい、こっちデスよー
デスポリス,あっ、パパ、ママ
ウィッチ,！？！？！？！？。い、今この女――何て言った！？ママ……パパ！？！？
デスポリス,いやー、ネフィリムおじさんを檻に閉じ込めるのに時間掛かっちゃったデース
ウィッチ,顔が似てる……きっとコイツ、あのクソアマの娘……！？でもそんな事はどうでもいい！。パパ……パパって言った！？今、この場に居る男なんて――。……。……クリッター？
クリッター,ノーコメントでお願いします
デスガイド,ﾌﾌﾝ。名実共に、私がクリッターさんの妻デスよ
ウィッチ,……殺さなきゃ
デスガイド,暴力反対デス！
No.107,タキオントランスミグレイション！！！
デスガイド,さぁ！今日こそ観念するデス！
ウィッチ,どっちがクリッターの正妻なのか、ハッキリして貰うわよ！
デスガイド,早く私の娘を認知するデス
クリッター,もう面倒くさいからお前等二人とも俺の嫁って事で良い？
デスガイド＆ウィッチ,駄目に決まってるデスでしょ
デスガイド,両手に花のハーレムが許される訳無いじゃないデスか！ここはハーレム上等のなろうファンタジー世界じゃ無いんデスよ！！！
ウィッチ,どっちかと言うとダークファンタジーな世界観だよね
デスガイド,陵辱闇堕ちリョナグロ何でもござれデス
ワーム,陵辱なら任せろ、苗床プレイも出来るぞ
バイサー・デス,リョナがお望みか
イヴリース,闇堕ちとか私に限らずイマサラタウン
ダーク・ネクロフィア,私はまだマシな部類です、ネクロフェイスとかの方が酷い
ウィッチ,そもそもアンタの連れてるその女、何処の子よ！このビッチが！
デスガイド,クリッターさんの子に決まってるじゃないデスか！それを言ったらアンタの連れてるそのちっこいの何デスか！この売女が！
ウィッチ,私とクリッターの愛の結晶に決まってるじゃない！
クリッチー,愛と情欲の結晶です
ウィッチ,私のワームホール(意味深)にクリッターのスペリオルドーラ(意味深)から放たれる圧倒的なホワイトポータン(意味深)によって融合召喚(意味深)した結果生まれた愛の結晶だよこの子は！
デスガイド,それを言ったら私だってクリッターさんのグスタフマックス(意味深)が私のコートオブアームズ(意味深)に発射オーライホワイトポータン(意味深)した結果リンク召喚(意味深)によって生まれた愛の結晶デスよ！
デスポリス,そうデース
ジーニアス,あー、その前に少し宜しいですか？
デスガイド,何デスか？
ジーニアス,クリッターさんという方の存在に違和感を感じまして。クリッターさんの戸籍を洗いなおしたのですが……。クリッターなる人物は、戸籍上存在していません。死亡届が受理されており、戸籍上では死亡したものとされています
デスガイド,――え？
ウィッチ,し――死亡……？
ジーニアス,クリッターさん――いえ、貴方は一体、誰ですか？
クリッター,…………
クリッター？,バレてしまっては仕方ない。どちらにしろ、そろそろこの肉体を維持するのは時間的限界だったからな
デスガイド,！？一体貴方は何者デスか！？
クリッター？,クリッターという姿もまた、我の仮初の姿にしか過ぎない……
ウィッチ,正体を現しなさい！私のクリッターは一体何処！？
デスガイド,おめー何しれっと私のクリッター宣言してんデスか、クリッターさんは私のデスよ
クリッター？,フフフフ……クフフフフ……なぁーんちゃってェ！イッヒヒヒ、ククククク……おかしくって腹痛いわぁ。面白いやつだなお前等、ほんとに俺のことを……クククククッ。なら見せてやろうかぁ！？もっと面白いものをよぉ！！
覇王眷竜スターヴ・ヴェノム,クリッタぁ？誰それぇ？俺、スターヴ・ヴェノム。鈍いなぁ、俺がお前達の旦那だよォ！
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,まぁだ分からないのかよぉ！この前デュエル(意味深)したのも、さっきまでデュエル(暗喩)してたのも！俺が生み出した分身だよ！！。ジャンジャジャ～～ン！！今明かされる衝撃の真実ゥ！。お前等二人のパパは、この俺だァ！！
デスポリス,パパ……？
クリッチー,パパ……？
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,本物の俺は、お前等の旦那、クリッターに化けてたって訳だァ！！
デスガイド,なっ――
ウィッチ,何というディスアド！！名前と効果コピって何の得も無い！！
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,ディスアド言うな。いやぁ本当に苦労したぜ、間抜けな難聴系量産型主人公演じてつまらねえデュエル(意味深)までしてさあ。テメェ等二人は、俺の子孫を残す為の苗床だったって訳だ！！
デスガイド,
ウィッチ,
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,海外じゃ禁止にされちまったが、これで俺の血は残せる！！精々俺の子孫を養う為に頑張ってくれたまえ！！
デスガイド,取り敢えず話の続きはコイツを殺してからにするデス
ウィッチ,そうしましょう。そして墓場からクリッターを連れ戻さないと
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,俺を殺すぅ～？テメエ等二人じゃ、シンクロもエクシーズも出来ねぇし融合だってロクなのが出やしねえ！。そんなお前等が、この俺を殺せる訳ねぇだろうがよぉ！！
ﾄﾛｲﾒｱ･ｹﾙﾍﾞﾛｽ,何か言ったか？
ｽﾀｰｳﾞ･ｳﾞｪﾉﾑ,リンク召喚お前条件軽すｇぐおおおおおおぉぉぉぉぉぉぉあああぁぁぁぁぁぁあ！！？
デスポリス,パパー！？
クリッチー,パパー！？
デスガイド,アレはパパじゃないデスよー
ウィッチ,本当のパパはクリッターだからねー。変人……じゃなくて変ドラゴンの嘘を信じちゃ駄目よー
No.107,タキオントランスミグレイション！！！
デスガイド,所でクリッターさんは何処デスか？
クリッター,いやー、死ぬかと思った
クリッチー,あ、パパだ
デスポリス,パパ！無事だったんデースね！
クリッター,死ぬかと思ったというか死んだ。でもほら、ＯＣＧ界の命はジンバブエドルよりも価値が無いから
デスガイド,デッキから墓地直行とかいう死産が普通に行われてるデスからね
クリッター,それで、お前等話って何だ？というかパパって何だ？
デスガイド,紹介するデス。クリッターさんとの間に生まれた愛娘デス
デスポリス,初めまして、パパ
クリッター,なにそれこわい。きおくにない
ウィッチ,認知して☆
デスガイド,認知するデス☆
クリッター,嫌です
ウィッチ,何で？
デスガイド,クリッターさんのかわいい認知、見たいんだぁ……
ウィッチ,嫌って言ってもするんだよ認知を……
デスガイド,ほら、そこにもう用意してあるんデスから
クリッター,ﾎﾟｯﾁｬﾏ...
ﾃﾞｽｶﾞｲﾄﾞ,新ﾚｷﾞｭﾚｰｼｮﾝ逝き発車デスよ～
